,RQ_1_2_PAT_PChg,RQ_1_2_Operating_Profit_PChg,RQ_1_2_Total_Exp_PChg,RQ_1_2_Ebit_PChg,RQ_1_2_Ebitda_PChg,RQ_1_2_Close_PChg,RQ_2_3_PAT_PChg,RQ_2_3_Operating_Profit_PChg,RQ_2_3_Total_Exp_PChg,RQ_2_3_Ebit_PChg,RQ_2_3_Ebitda_PChg,RQ_2_3_Close_PChg,RQ_3_4_PAT_PChg,RQ_3_4_Operating_Profit_PChg,RQ_3_4_Total_Exp_PChg,RQ_3_4_Ebit_PChg,RQ_3_4_Ebitda_PChg,RQ_3_4_Close_PChg,RQ_4_5_PAT_PChg,RQ_4_5_Operating_Profit_PChg,RQ_4_5_Total_Exp_PChg,RQ_4_5_Ebit_PChg,RQ_4_5_Ebitda_PChg,RQ_4_5_Close_PChg
UNIVCABLES,-5.63075257173795,33.83411580594679,-21.06407654392577,39.317106152805955,32.318299339270325,8.269525267993885,119.35866983372921,17.247706422018346,27.792804475897587,21.27921279212791,16.382480775660323,-26.977914453452616,7.535121328224774,16.452991452991462,15.932130584192429,10.461956521739141,10.08465218991534,29.836660617059884,8.448753462603884,-1.9689987431923017,1.8150010933741552,5.042816365366312,4.139517056343434,47.16880341880343
HDFC,-4.122285009418083,8.786869006908551,0.283466350884455,4.534225548655503,4.43180255185314,4.519062226117441,3.374833067677581,1.7168965468701478,7.172422165942461,4.1713902283443485,3.4039125272503106,6.735266604303076,11.84212111210954,6.666408514592965,0.9609135377353122,5.537228245395134,6.8071591900093,-1.8224607525184395,6.605047973208955,7.762742175856937,1.2996988256220496,5.459712021462837,6.558552371165914,7.87640484225518
PRABHAT,-39.00966183574879,-21.212121212121204,6.144745122718697,-25.507020280811226,-15.302089215132696,-12.1837549933422,37.08609271523178,17.948717948717956,14.27708417237213,17.291857273559017,12.587412587412588,-33.40722677898471,158.11965811965814,18.8365650969529,1.6224749320314586,65.10574018126889,39.203539823008846,79.00793650793652,4.4642857142856975,26.076833527357397,11.23865890540145,-3.9187227866473093,-2.249134948096884,-3.7800687285223282
JOCIL,-91.98813056379822,-83.33333333333334,17.544323895210383,-90.2186421173763,-78.37320574162679,0.8893280632411029,-701.7857142857142,-18100.0,-15.192998204667871,-1054.9450549450548,1436.7647058823527,-24.608889992550278,187.1794871794872,-70.58823529411765,26.536987079369577,16.666666666666664,-16.049382716049383,21.404883931263193,-65.48672566371681,-122.97297297297298,-26.39005016722408,21.875000000000004,-14.736842105263149,-11.4758473445423
BEL,-67.83298135089666,-61.00302691568595,-36.29452364104442,-66.4914181750077,-61.24573772282154,-23.18840579710144,84.50006604147407,78.8507761080037,36.01286484656494,71.8334789205094,66.68487055016182,-22.344221795223724,-26.564659666820244,-25.18528477555753,9.91181114082044,-25.89728302529597,-23.46986161419151,11.885749385749381,229.06958187041172,264.28921268519645,20.474034415846408,226.99270316938671,174.2020373514431,0.773754255648406
GAIL,23.34463033342476,32.34588000731446,9.606914095091373,23.250787262190915,19.909176243752704,3.5611018109876693,-19.117111121674515,-13.940443072674483,10.373772747069788,-15.52273263897998,-13.278506745518387,-34.24397077954568,-3.6201064422775957,-4.810503375325561,20.35005057919464,-5.643049167504198,-3.795485717188492,19.233981625104395,27.689052689052684,8.95464237765551,8.762906116678852,20.940662235794267,17.22426780734228,15.935814082169047
FMGOETZE,14.652840396753833,5.888972243060766,3.031628042559391,4.781178851505187,7.903111739745401,-0.4653382651234909,43.189154293092315,43.4876210979548,-0.5976312072150304,46.244913059563444,24.22578519657369,-20.634469696969695,-32.180385288966725,-25.366539465756183,-1.2483010229630191,-30.727831881086626,-21.432269197584127,6.4087061668682015,1.7825311942958937,-3.601161665053242,0.6624900986534079,3.2821598729486556,2.096546863988733,-9.054252199413495
SMLISUZU,35.238735709482185,62.813656931303996,20.153009279460115,61.22661122661124,54.7719432732848,-1.1969815248503832,-252.35655737704917,-1428.415300546448,53.96363310641347,-321.6589861751152,-2329.91452991453,-15.774478110788442,190.47619047619048,-140.3973509933775,0.33252448997933365,277.39130434782606,-124.57983193277312,3.2763693979176023,-149.77777777777777,-75.19167579408543,-25.86695093107699,-119.62457337883959,-74.54545454545455,-26.869439271673905
RAMANEWS,150.2906976744186,-18.09145129224652,-23.400273519038368,681.4814814814814,28.995057660626024,-15.780445969125209,-65.46184738955823,-924.5901639344263,55.52445986790553,-105.04672897196261,1311.6279069767443,23.51694915254236,26.07594936708861,-143.88489208633095,0.2806466097889538,42.28723404255319,-77.720207253886,-2.0746887966804977,255.85585585585582,-56.012658227848114,11.657056906492851,839.9999999999999,-64.97277676950999,-26.636225266362253
KOTAKBANK,-8.817223433121294,-0.23977983851191398,8.129819733312226,3.5232076815000144,0.11313994782991214,28.168543615193748,6.726104005848778,3.772926916624258,10.627183424046956,7.350643553307046,5.491668955848772,3.7220352405464174,5.923705886494162,6.031553559769209,3.867459875103796,6.30924504289011,6.749651141626388,0.7932152656522868,8.938021101530564,3.6929570945467596,-0.14481971365450869,4.1616840465449485,4.048292278759034,4.865289040020926
ORISSAMINE,-97.75779470666771,-95.48357836652936,-95.48357836652936,-99.3537104622871,-100.81423521468007,-24.096848578016914,-22053.44827586207,2407.9620853080564,2407.9620853080564,-14961.016949152543,-8492.333333333334,-20.93388366969689,84.12698412698411,-9.519725557461403,-9.519725557461403,82.47422680412372,33.33333333333333,14.079787387699689,-887.5,9.58646616541353,9.58646616541353,-68.6084142394822,-47.67441860465116,-7.994684385382064
TARMAT,811.6504854368934,779.1666666666666,154.73441108545032,773.7864077669902,1191.0714285714284,-42.49084249084249,-590.4761904761905,-579.9999999999999,26.97947214076246,-568.1818181818181,-182.3529411764706,41.30434782608696,-122.34042553191489,-121.05263157894737,-4.481792717086827,-124.44444444444444,-254.5454545454546,30.36437246963563,-45.97701149425288,691.6666666666667,-56.77966101694915,-223.2876712328767,-137.28813559322032,-17.66666666666667
AVANTIFEED,5.274317519215485,8.805927614705054,28.877375339908934,4.352073896438397,4.99013975820973,-75.91792898216723,-19.800191306196204,-23.32289314589555,49.951744438546555,-21.534601714405188,-20.74612666485458,-11.818558491012766,-8.623871030397199,-10.42020096567924,-17.309764175412003,-9.079964516537817,-8.771929824561408,24.853426614770658,-27.694684362053223,-28.366440757186258,-24.947965799679558,-27.365611192930782,-26.929697408950894,35.68873884413545
NATCOPHARM,-36.30530226274908,-40.18070688280628,-17.60703147150552,-36.03270904774466,-34.29075333837238,6.90638890731773,36.263230556833875,31.435557107928748,38.85826771653543,35.19971469329531,33.41176470588235,-21.63356556098576,148.62700228832952,128.6741214057508,-10.310734463276832,145.3193350831146,128.67025365103768,22.190458039514656,-10.266940451745379,-10.889679715302488,3.6982790186744654,-10.98130841121496,-9.148044692737427,-21.428571428571434
TTL,-118.35853131749458,-7.62782900251467,42.163686018852964,30.746705710102486,9.604519774011312,-0.9870450339296696,-709.2105263157894,14.93256262042388,-12.624124393811092,-22.20956719817767,-7.652173913043485,-24.216923796166437,-108.99408284023669,389.622641509434,10.111883370062715,40.25559105431309,27.63596004439512,46.00682593856656,255.04201680672267,-61.93895870736086,-1.4698513445799155,138.02281368821292,59.751773049645394,inf
