SYMBOL,HIGH,LOW,CLOSE,R1,R2,PIVOT,S1,S2,%,>.6%,TOTTRDQTY,TOTTRDVAL,BUY,SELL
TFCILTD,162.75,155.55,160.15,163.4166667,166.6833333,159.4833333,156.2166667,152.2833333,0.418016512,SKIP,329974,52738969.95,161.15,158.4833333
TAJGVK,242,228.55,231.65,239.5833333,247.5166667,234.0666667,226.1333333,220.6166667,-1.032469382,SELL,319815,75374889.25,232.65,233.0666667
GHCL,278,267.5,268.95,275.4666667,281.9833333,271.4833333,264.9666667,260.9833333,-0.933145067,SELL,318780,86845253.35,269.95,270.4833333
SYNGENE,682,639,642,669.6666667,697.3333333,654.3333333,626.6666667,611.3333333,-1.884870097,SKIP,318771,208276520.2,643,653.3333333
SOBHA,554.9,535.05,539.35,551.15,562.95,543.1,531.3,523.25,-0.690480574,SELL,318631,173933976.2,540.35,542.1
VIPIND,406.9,395.3,396.95,404.1333333,411.3166667,399.7166667,392.5333333,388.1166667,-0.692156945,SELL,311397,124031752.9,397.95,398.7166667
BGRENERGY,113,106.35,109.95,113.1833333,116.4166667,109.7666667,106.5333333,103.1166667,0.167020954,SKIP,307815,34100473.6,110.95,108.7666667
CROMPTON,230.25,226,229.45,231.1333333,232.8166667,228.5666667,226.8833333,224.3166667,0.386466385,SKIP,307134,70268237.3,230.45,227.5666667
JINDWORLD,624,560,598.95,628.6333333,658.3166667,594.3166667,564.6333333,530.3166667,0.779606831,BUY,303649,181526232.7,599.95,593.3166667
SUNDARMHLD,145.9,142.55,144.45,146.05,147.65,144.3,142.7,140.95,0.103950104,SKIP,302847,43873861.45,145.45,143.3
EMAMIINFRA,324.5,304.9,307,319.3666667,331.7333333,312.1333333,299.7666667,292.5333333,-1.644596326,SKIP,300475,94838828.75,308,311.1333333
ITDC,514.8,469,488.95,512.8333333,536.7166667,490.9166667,467.0333333,445.1166667,-0.400611102,SKIP,297796,147731064.7,489.95,489.9166667
SONATSOFTW,374.7,350.1,359.25,372.6,385.95,361.35,348,336.75,-0.581154006,SKIP,297349,107281003.4,360.25,360.35
VINYLINDIA,123.5,118,121.2,123.8,126.4,120.9,118.3,115.4,0.248138958,SKIP,293742,35511282.45,122.2,119.9
STCINDIA,180.3,173.6,174.75,178.8333333,182.9166667,176.2166667,172.1333333,169.5166667,-0.832308711,SELL,291114,51467667.5,175.75,175.2166667
RIIL,461.85,452.2,459,463.1666667,467.3333333,457.6833333,453.5166667,448.0333333,0.287680711,SKIP,289050,132248122.4,460,456.6833333
HINDOILEXP,126,123.7,124.3,125.6333333,126.9666667,124.6666667,123.3333333,122.3666667,-0.294117647,SKIP,288641,35974826.05,125.3,123.6666667
PURVA,163.5,158.3,159.5,162.5666667,165.6333333,160.4333333,157.3666667,155.2333333,-0.581757739,SKIP,287126,46121313.65,160.5,159.4333333
ITI,123.5,121,121.65,123.1,124.55,122.05,120.6,119.55,-0.327734535,SKIP,285998,34859506.55,122.65,121.05
PRABHAT,178.4,175,176,177.9333333,179.8666667,176.4666667,174.5333333,173.0666667,-0.264450321,SKIP,283603,49987588.45,177,175.4666667
SUVEN,183.8,176.7,178,182.3,186.6,179.5,175.2,172.4,-0.835654596,SELL,283560,51070730.4,179,178.5
ASTEC,701.65,635.3,680.8,709.8666667,738.9333333,672.5833333,643.5166667,606.2333333,1.221657787,BUY,281551,192367596.4,681.8,671.5833333
CMICABLES,360,337.6,351.5,361.8,372.1,349.7,339.4,327.3,0.514726909,SKIP,277204,97223607.4,352.5,348.7
SHK,244.9,232.25,242.05,247.2166667,252.3833333,239.7333333,234.5666667,227.0833333,0.966351502,BUY,276786,65498629.85,243.05,238.7333333
GPIL,578.9,556.15,575.25,584.05,592.85,570.1,561.3,547.35,0.903350289,BUY,273480,155481132.7,576.25,569.1
WELCORP,140.2,135.2,136.5,139.4,142.3,137.3,134.4,132.3,-0.582665696,SKIP,270337,37179929.95,137.5,136.3
MAHLOG,488,478,483.25,488.1666667,493.0833333,483.0833333,478.1666667,473.0833333,0.034500604,SKIP,268036,129967687.4,484.25,482.0833333
ARIHANTSUP,148.5,137,141.05,147.3666667,153.6833333,142.1833333,135.8666667,130.6833333,-0.797092955,SELL,266782,37826769.15,142.05,141.1833333
CDSL,288.9,284,287.6,289.6666667,291.7333333,286.8333333,284.7666667,281.9333333,0.267286461,SKIP,260666,74683826.3,288.6,285.8333333
PRISMCEM,118.55,115.65,117.05,118.5166667,119.9833333,117.0833333,115.6166667,114.1833333,-0.028469751,SKIP,257064,30197788.1,118.05,116.0833333
MFSL,514.15,499.45,506.85,514.1833333,521.5166667,506.8166667,499.4833333,492.1166667,0.006577,SKIP,255777,129352964.3,507.85,505.8166667
OMAXE,221.9,218.45,220.35,222.0166667,223.6833333,220.2333333,218.5666667,216.7833333,0.052974118,SKIP,254800,56169249.8,221.35,219.2333333
BAJAJELEC,663,645,650.95,660.9666667,670.9833333,652.9833333,642.9666667,634.9833333,-0.311391307,SKIP,249481,162765499.8,651.95,651.9833333
SANGAMIND,136.8,125,126.05,133.5666667,141.0833333,129.2833333,121.7666667,117.4833333,-2.500966869,SKIP,248142,31941625.7,127.05,128.2833333
GRUH,679.9,664,671.55,679.6333333,687.7166667,671.8166667,663.7333333,655.9166667,-0.039693369,SKIP,246844,165992586.9,672.55,670.8166667
UFLEX,338.4,325.75,333.85,339.5833333,345.3166667,332.6666667,326.9333333,320.0166667,0.355711423,SKIP,242001,80192732.4,334.85,331.6666667
ROHLTD,229.8,220.1,221.8,227.7,233.6,223.9,218,214.2,-0.937918714,SELL,241285,54095883.65,222.8,222.9
GANESHHOUC,145.7,141.45,142.6,145.05,147.5,143.25,140.8,139,-0.453752182,SKIP,241035,34653226.35,143.6,142.25
CAMLINFINE,107,103.85,105.6,107.1166667,108.6333333,105.4833333,103.9666667,102.3333333,0.110601991,SKIP,240401,25354753.6,106.6,104.4833333
GAYAPROJ,204.9,194.55,198.15,203.85,209.55,199.2,193.5,188.85,-0.527108434,SKIP,238650,47073249,199.15,198.2
TWL,118.3,116.15,117.7,118.6166667,119.5333333,117.3833333,116.4666667,115.2333333,0.269771404,SKIP,236481,27685105.1,118.7,116.3833333
ADVENZYMES,254.5,245.15,251.35,255.5166667,259.6833333,250.3333333,246.1666667,240.9833333,0.406125166,SKIP,234485,58719284.9,252.35,249.3333333
REPCOHOME,602.65,585,595.3,603.6333333,611.9666667,594.3166667,585.9833333,576.6666667,0.165456126,SKIP,234185,139202667,596.3,593.3166667
LAOPALA,285.2,275,280.25,285.3,290.35,280.15,275.1,269.95,0.035695163,SKIP,232720,65146538.2,281.25,279.15
CAPACITE,365,354,359.55,365.0333333,370.5166667,359.5166667,354.0333333,348.5166667,0.009271707,SKIP,226566,82137778.7,360.55,358.5166667
BLISSGVS,204.95,199.65,200.8,203.95,207.1,201.8,198.65,196.5,-0.495540139,SKIP,222976,45186795.85,201.8,200.8
EROSMEDIA,169.35,163.5,164.3,167.9333333,171.5666667,165.7166667,162.0833333,159.8666667,-0.854872775,SELL,217961,36185271.05,165.3,164.7166667
TVTODAY,486.8,468.5,476.25,485.8666667,495.4833333,477.1833333,467.5666667,458.8833333,-0.19559219,SKIP,205746,98213929.35,477.25,476.1833333
SDBL,283.3,276,280,283.5333333,287.0666667,279.7666667,276.2333333,272.4666667,0.083402836,SKIP,202833,56780014.55,281,278.7666667
EIDPARRY,274.4,260.2,272.6,277.9333333,283.2666667,269.0666667,263.7333333,254.8666667,1.313181368,BUY,202534,54338512.75,273.6,268.0666667
GEOJITFSL,106.75,103.1,106.15,107.5666667,108.9833333,105.3333333,103.9166667,101.6833333,0.775316456,BUY,202493,21401572.6,107.15,104.3333333
AIFL,519,488.45,514,525.85,537.7,507.15,495.3,476.6,1.350685202,BUY,201835,103032125.9,515,506.15
RAJESHEXPO,702,686.15,699.25,705.45,711.65,695.8,689.6,679.95,0.495832136,SKIP,198839,137491629.1,700.25,694.8
SWANENERGY,170.6,163.7,169.15,171.9333333,174.7166667,167.8166667,165.0333333,160.9166667,0.794517827,BUY,193926,32485332.25,170.15,166.8166667
SUNDRMFAST,605.05,587.75,591.25,601.6166667,611.9833333,594.6833333,584.3166667,577.3833333,-0.577338079,SKIP,192056,114960078.7,592.25,593.6833333
RALLIS,239.7,233,233.95,238.1,242.25,235.55,231.4,228.85,-0.679261303,SELL,191593,45020869.25,234.95,234.55
QUICKHEAL,334.5,327.15,330,333.95,337.9,330.55,326.6,323.2,-0.166389351,SKIP,186865,61755934.8,331,329.55
COROMANDEL,489,475,480.15,487.7666667,495.3833333,481.3833333,473.7666667,467.3833333,-0.256206073,SKIP,186822,89742085.85,481.15,480.3833333
MANPASAND,407.9,394.25,400.05,407.2166667,414.3833333,400.7333333,393.5666667,387.0833333,-0.170520712,SKIP,186271,74281061.6,401.05,399.7333333
KRIDHANINF,107.45,104,104.6,106.7,108.8,105.35,103.25,101.9,-0.711912672,SELL,184263,19392353.5,105.6,104.35
BAJAJCORP,485,456,478.55,490.3666667,502.1833333,473.1833333,461.3666667,444.1833333,1.134162235,BUY,178808,83927442.1,479.55,472.1833333
MANINDS,137.7,130,134.9,138.4,141.9,134.2,130.7,126.5,0.521609538,SKIP,175600,23792743.3,135.9,133.2
WALCHANNAG,176.8,172,173.8,176.4,179,174.2,171.6,169.4,-0.229621125,SKIP,174848,30469483.5,174.8,173.2
GICHSGFIN,429.8,422,426.45,430.1666667,433.8833333,426.0833333,422.3666667,418.2833333,0.086055154,SKIP,172833,73585656.1,427.45,425.0833333
GREENPLY,311.45,305.45,307.3,310.6833333,314.0666667,308.0666667,304.6833333,302.0666667,-0.248863882,SKIP,165148,51058942.65,308.3,307.0666667
JAGRAN,165.6,163.55,163.75,165.05,166.35,164.3,163,162.25,-0.3347535,SKIP,161338,26502451.85,164.75,163.3
DEEPAKNTR,268.05,261.35,266.55,269.2833333,272.0166667,265.3166667,262.5833333,258.6166667,0.46485332,SKIP,159613,42497315,267.55,264.3166667
SANDHAR,384.65,373,379.05,384.8,390.55,378.9,373.15,367.25,0.039588282,SKIP,159496,60457118.9,380.05,377.9
NBVENTURES,153.65,145.95,148.2,152.5833333,156.9666667,149.2666667,144.8833333,141.5666667,-0.714604734,SELL,158439,23698313.15,149.2,148.2666667
MOIL,212.9,209.05,209.7,212.05,214.4,210.55,208.2,206.7,-0.403704583,SKIP,157296,33157633.05,210.7,209.55
RAMKY,196.6,192.1,195,197.0333333,199.0666667,194.5666667,192.5333333,190.0666667,0.222717149,SKIP,157248,30650203.4,196,193.5666667
INDOCO,211,196.8,198.65,207.5,216.35,202.15,193.3,187.95,-1.731387583,SKIP,153007,30937793.1,199.65,201.15
SUNTECK,441.85,419.35,424.35,437.6833333,451.0166667,428.5166667,415.1833333,406.0166667,-0.972346466,SELL,152044,65546143.8,425.35,427.5166667
AVG,152,135.5,150.9,156.7666667,162.6333333,146.1333333,140.2666667,129.6333333,3.261861314,SKIP,148800,21694920,151.9,145.1333333
BLS,146.95,140.45,144.05,147.1833333,150.3166667,143.8166667,140.6833333,137.3166667,0.162243597,SKIP,147131,21013970.35,145.05,142.8166667
TRIGYN,162.95,156.2,157.95,161.8666667,165.7833333,159.0333333,155.1166667,152.2833333,-0.68119891,SELL,146417,23252199.9,158.95,158.0333333
SUDARSCHEM,585,573.05,582.85,587.55,592.25,580.3,575.6,568.35,0.439427882,SKIP,144786,84316385.1,583.85,579.3
JKLAKSHMI,411.85,396.5,400.45,409.3666667,418.2833333,402.9333333,394.0166667,387.5833333,-0.6163137,SELL,144245,57920629.1,401.45,401.9333333
TIFIN,694.7,680.1,684.75,692.9333333,701.1166667,686.5166667,678.3333333,671.9166667,-0.257337768,SKIP,143043,97881090.25,685.75,685.5166667
KIRIINDUS,430.6,409.55,416.65,428.3166667,439.9833333,418.9333333,407.2666667,397.8833333,-0.54503501,SKIP,142500,59662781.95,417.65,417.9333333
BRIGADE,282.75,265.7,271.5,280.9333333,290.3666667,273.3166667,263.8833333,256.2666667,-0.664674675,SELL,141081,38737919.7,272.5,272.3166667
DREDGECORP,638,625.65,629.95,636.75,643.55,631.2,624.4,618.85,-0.198035488,SKIP,139909,88432209.6,630.95,630.2
SHALBY,218.85,213.5,217.45,219.7,221.95,216.6,214.35,211.25,0.39242844,SKIP,139042,30007773.3,218.45,215.6
RNAM,259,251.9,253.4,257.6333333,261.8666667,254.7666667,250.5333333,247.6666667,-0.536438571,SKIP,138952,35569566.25,254.4,253.7666667
NESCO,598.7,558,578.35,598.7,619.05,578.35,558,537.65,0,SKIP,137096,79828390.65,579.35,577.35
MASTEK,591.7,580.8,583.95,590.1666667,596.3833333,585.4833333,579.2666667,574.5833333,-0.261891884,SKIP,136874,80169228.2,584.95,584.4833333
DEEPAKFERT,369.7,354.15,363.7,370.8833333,378.0666667,362.5166667,355.3333333,346.9666667,0.326421774,SKIP,135276,49352728.1,364.7,361.5166667
KARDA,192.8,186.3,189.9,193.0333333,196.1666667,189.6666667,186.5333333,183.1666667,0.123022847,SKIP,135246,25689175.05,190.9,188.6666667
KESORAMIND,117.75,115.05,116.5,117.8166667,119.1333333,116.4333333,115.1166667,113.7333333,0.057257372,SKIP,135135,15727870.75,117.5,115.4333333
MAJESCO,578.45,562,571.05,579,586.95,570.5,562.55,554.05,0.096406661,SKIP,133980,76572715.65,572.05,569.5
PRESTIGE,297,290.5,291.55,295.5333333,299.5166667,293.0166667,289.0333333,286.5166667,-0.500540356,SKIP,133014,38996830.8,292.55,292.0166667
NAVKARCORP,180,174,177.05,180.0333333,183.0166667,177.0166667,174.0333333,171.0166667,0.018830619,SKIP,127295,22578604.1,178.05,176.0166667
TBZ,105.9,104,104.25,105.4333333,106.6166667,104.7166667,103.5333333,102.8166667,-0.445646984,SKIP,126050,13215837.4,105.25,103.7166667
AXISCADES,179.8,173.4,177.8,180.6,183.4,177,174.2,170.6,0.451977401,SKIP,125278,22127981.7,178.8,176
INTELLECT,191.5,187.1,189.5,191.6333333,193.7666667,189.3666667,187.2333333,184.9666667,0.070410139,SKIP,122439,23260133.8,190.5,188.3666667
AGCNET,128.7,118.95,128.7,131.95,135.2,125.45,122.2,115.7,2.590673575,SKIP,122025,14802299.4,129.7,124.45
TCIEXP,548,522.15,536.85,549.1833333,561.5166667,535.6666667,523.3333333,509.8166667,0.220908525,SKIP,121938,64759050.1,537.85,534.6666667
KOLTEPATIL,336.8,328.1,331.85,336.4,340.95,332.25,327.7,323.55,-0.120391272,SKIP,121578,40497816.45,332.85,331.25
ELGIEQUIP,287.9,280,280.45,285.5666667,290.6833333,282.7833333,277.6666667,274.8833333,-0.825131137,SELL,119502,33919114.4,281.45,281.7833333
PUNJABCHEM,575.45,524.05,546.3,573.15,600,548.6,521.75,497.2,-0.419248997,SKIP,113428,63030192.7,547.3,547.6
SOMANYCERA,643.65,598.35,600,629.65,659.3,614,584.35,568.7,-2.280130293,SKIP,111511,67251156.85,601,613
HARRMALAYA,107.3,101.25,105.65,108.2166667,110.7833333,104.7333333,102.1666667,98.68333333,0.875238701,BUY,111388,11646583.65,106.65,103.7333333
IOLCP,105.9,102.5,103.3,105.3,107.3,103.9,101.9,100.5,-0.577478345,SKIP,109131,11316875.45,104.3,102.9
EVEREADY,311.5,305,306.85,310.5666667,314.2833333,307.7833333,304.0666667,301.2833333,-0.303243624,SKIP,108418,33271476.1,307.85,306.7833333
GABRIEL,157,152.05,154.4,156.9166667,159.4333333,154.4833333,151.9666667,149.5333333,-0.053943252,SKIP,108310,16724540,155.4,153.4833333
HIKAL,259.3,253.2,255.7,258.9333333,262.1666667,256.0666667,252.8333333,249.9666667,-0.143191877,SKIP,108075,27685335,256.7,255.0666667
FMNL,138.4,131.5,132.4,136.7,141,134.1,129.8,127.2,-1.267710664,SELL,105723,14204021.2,133.4,133.1
ADFFOODS,239,230.5,231.95,237.1333333,242.3166667,233.8166667,228.6333333,225.3166667,-0.798346283,SELL,105357,24662043.1,232.95,232.8166667
PHOENIXLTD,614.9,600,610.65,617.0333333,623.4166667,608.5166667,602.1333333,593.6166667,0.350579277,SKIP,105311,63975168.85,611.65,607.5166667
JBCHEPHARM,324,313,316.65,322.7666667,328.8833333,317.8833333,311.7666667,306.8833333,-0.387983013,SKIP,105277,33236046.5,317.65,316.8833333
KEI,432.1,420.6,425.95,431.8333333,437.7166667,426.2166667,420.3333333,414.7166667,-0.062565988,SKIP,103537,44041092.25,426.95,425.2166667
SPARC,423,415.1,416.6,421.3666667,426.1333333,418.2333333,413.4666667,410.3333333,-0.390531601,SKIP,102905,43065672.7,417.6,417.2333333
KAMATHOTEL,115.6,111.1,111.95,114.6666667,117.3833333,112.8833333,110.1666667,108.3833333,-0.826812343,SELL,100927,11458815,112.95,111.8833333
RPPINFRA,274.25,267,268.85,273.0666667,277.2833333,270.0333333,265.8166667,262.7833333,-0.438217504,SKIP,100260,27213733.8,269.85,269.0333333
CCL,304.05,293.35,301.05,305.6166667,310.1833333,299.4833333,294.9166667,288.7833333,0.523123157,SKIP,100228,30125586.85,302.05,298.4833333
ISEC,428,422.05,425.35,428.2166667,431.0833333,425.1333333,422.2666667,419.1833333,0.050964403,SKIP,99233,42238697.85,426.35,424.1333333
HERCULES,146.8,140,141.55,145.5666667,149.5833333,142.7833333,138.7666667,135.9833333,-0.863779619,SELL,95709,13706403.2,142.55,141.7833333
IZMO,112.2,108.15,108.6,111.15,113.7,109.65,107.1,105.6,-0.957592339,SELL,94281,10306839.4,109.6,108.65
INOXWIND,112.75,108.4,109.9,112.3,114.7,110.35,107.95,106,-0.407793385,SKIP,93358,10311539.95,110.9,109.35
JTEKTINDIA,115.6,113.9,114.7,115.5666667,116.4333333,114.7333333,113.8666667,113.0333333,-0.029052876,SKIP,91014,10449043.45,115.7,113.7333333
OPTIEMUS,261.5,253,259.7,263.1333333,266.5666667,258.0666667,254.6333333,249.5666667,0.632911392,BUY,90934,23531392.85,260.7,257.0666667
CENTURYPLY,340,334.5,336.15,339.2666667,342.3833333,336.8833333,333.7666667,331.3833333,-0.21768169,SKIP,89752,30262325.1,337.15,335.8833333
ZENTEC,123.9,121.4,121.85,123.3666667,124.8833333,122.3833333,120.8666667,119.8833333,-0.435789187,SKIP,88157,10817583.2,122.85,121.3833333
TATASTEEL,152.9,145,147.1,151.6666667,156.2333333,148.3333333,143.7666667,140.4333333,-0.831460674,SELL,87186,12914353.7,148.1,147.3333333
COCHINSHIP,544.2,526.15,537.75,545.9166667,554.0833333,536.0333333,527.8666667,517.9833333,0.320253716,SKIP,85851,45925852.95,538.75,535.0333333
SURYAROSNI,425.9,417,422.5,426.6,430.7,421.8,417.7,412.9,0.165955429,SKIP,85601,36117696.85,423.5,420.8
AEGISCHEM,292.9,285,285.05,290.3,295.55,287.65,282.4,279.75,-0.903876238,SELL,85231,24380193.85,286.05,286.65
MAYURUNIQ,506.2,494.1,499.95,506.0666667,512.1833333,500.0833333,493.9666667,487.9833333,-0.026662223,SKIP,84837,42412869,500.95,499.0833333
BALMLAWRIE,220.85,215.1,216.5,219.8666667,223.2333333,217.4833333,214.1166667,211.7333333,-0.452141927,SKIP,83587,18187750,217.5,216.4833333
WABAG,516.5,506,508.7,514.8,520.9,510.4,504.3,499.9,-0.3330721,SKIP,83287,42603429.55,509.7,509.4
KOTAKGOLD,279.75,276.05,277.9,279.75,281.6,277.9,276.05,274.2,0,SKIP,78337,21828151.45,278.9,276.9
APEX,666.25,643,648.25,662,675.75,652.5,638.75,629.25,-0.651340996,SELL,76713,50008404.45,649.25,651.5
FDC,259.6,239.1,243.4,255.6333333,267.8666667,247.3666667,235.1333333,226.8666667,-1.603557472,SKIP,76180,18681224.6,244.4,246.3666667
GAEL,301,290.2,291.9,298.5333333,305.1666667,294.3666667,287.7333333,283.5666667,-0.837957196,SELL,75964,22533476.75,292.9,293.3666667
SELAN,231.8,225.1,226.4,230.4333333,234.4666667,227.7666667,223.7333333,221.0666667,-0.60002927,SELL,74973,16997127.75,227.4,226.7666667
STARCEMENT,131.25,129.1,130.45,131.4333333,132.4166667,130.2666667,129.2833333,128.1166667,0.14073695,SKIP,73839,9609700.9,131.45,129.2666667
COX&KINGS,230.75,224,225.9,229.7666667,233.6333333,226.8833333,223.0166667,220.1333333,-0.433409241,SKIP,73826,16719900.35,226.9,225.8833333
UCALFUEL,274.35,262.35,265.3,272.3166667,279.3333333,267.3333333,260.3166667,255.3333333,-0.760598504,SELL,73782,19671298.4,266.3,266.3333333
WSTCSTPAPR,303.6,294.7,299.95,304.1333333,308.3166667,299.4166667,295.2333333,290.5166667,0.17812413,SKIP,73533,21929681.8,300.95,298.4166667
SANGHIIND,113.8,110.6,111.7,113.4666667,115.2333333,112.0333333,110.2666667,108.8333333,-0.297530497,SKIP,72974,8152604.65,112.7,111.0333333
AJMERA,274,266.95,268.3,272.55,276.8,269.75,265.5,262.7,-0.537534754,SKIP,71231,19230818.1,269.3,268.75
ASTRON,126.7,123.5,125.3,126.8333333,128.3666667,125.1666667,123.6333333,121.9666667,0.106524634,SKIP,70453,8826843,126.3,124.1666667
GDL,176,172.5,173.05,175.2,177.35,173.85,171.7,170.35,-0.46016681,SKIP,69652,12150992.65,174.05,172.85
NELCO,195.75,183.15,195.75,199.95,204.15,191.55,187.35,178.95,2.192638998,SKIP,68950,13207472.1,196.75,190.55
GIPCL,105.65,103.15,104.95,106.0166667,107.0833333,104.5833333,103.5166667,102.0833333,0.35059761,SKIP,68805,7214531.5,105.95,103.5833333
ARVSMART,202.35,192.95,200.65,204.35,208.05,198.65,194.95,189.25,1.006795872,BUY,68394,13620743.55,201.65,197.65
JAYBARMARU,494,480.05,481.55,490.35,499.15,485.2,476.4,471.25,-0.752267106,SELL,68100,33035494.4,482.55,484.2
ASHIANA,163,157.6,158.25,161.6333333,165.0166667,159.6166667,156.2333333,154.2166667,-0.856218022,SELL,67571,10815874.05,159.25,158.6166667
TCI,285.75,272.85,284.4,289.15,293.9,281,276.25,268.1,1.209964413,BUY,66831,18880124.45,285.4,280
HEIDELBERG,153,150.25,152.45,153.55,154.65,151.9,150.8,149.15,0.362080316,SKIP,66829,10142274.15,153.45,150.9
KRBL,441.95,434.25,439.2,442.6833333,446.1666667,438.4666667,434.9833333,430.7666667,0.167249506,SKIP,66616,29240256.5,440.2,437.4666667
SRIPIPES,373.45,367.05,369.95,373.25,376.55,370.15,366.85,363.75,-0.054032149,SKIP,66294,24544541.55,370.95,369.15
RUBYMILLS,431,398.05,402.5,422.9833333,443.4666667,410.5166667,390.0333333,377.5666667,-1.952823677,SKIP,65792,27211331.25,403.5,409.5166667
PANACEABIO,289.3,280.85,282.8,287.7833333,292.7666667,284.3166667,279.3333333,275.8666667,-0.533442757,SKIP,65087,18555899.2,283.8,283.3166667
GMDCLTD,138.15,134.7,136.75,138.3666667,139.9833333,136.5333333,134.9166667,133.0833333,0.158691406,SKIP,64110,8709514.4,137.75,135.5333333
DATAMATICS,133.9,130.55,131.8,133.6166667,135.4333333,132.0833333,130.2666667,128.7333333,-0.214511041,SKIP,63528,8390435.25,132.8,131.0833333
KNRCON,317,313,315.75,317.5,319.25,315.25,313.5,311.25,0.158604282,SKIP,63518,19976509.8,316.75,314.25
REDINGTON,143.65,139.25,142.9,144.6166667,146.3333333,141.9333333,140.2166667,137.5333333,0.681070925,BUY,63272,9025669,143.9,140.9333333
GLOBUSSPR,143.5,139,139.85,142.5666667,145.2833333,140.7833333,138.0666667,136.2833333,-0.662957263,SELL,62120,8794098.6,140.85,139.7833333
BANSAL,118,115,117.45,118.6333333,119.8166667,116.8166667,115.6333333,113.8166667,0.54216008,SKIP,62000,7258850,118.45,115.8166667
RAMCOSYS,504.4,487.2,490.3,500.7333333,511.1666667,493.9666667,483.5333333,476.7666667,-0.742290303,SELL,61767,30561394.75,491.3,492.9666667
ASTERDM,170.2,166,167.25,169.6333333,172.0166667,167.8166667,165.4333333,163.6166667,-0.337670076,SKIP,60318,10086759.9,168.25,166.8166667
RUCHIRA,164,160,160.85,163.2333333,165.6166667,161.6166667,159.2333333,157.6166667,-0.474373518,SKIP,59641,9614463.4,161.85,160.6166667
MAHSEAMLES,484.4,464.25,465.4,478.45,491.5,471.35,458.3,451.2,-1.262331601,SELL,59273,27718050.2,466.4,470.35
GNA,568,547.05,555.2,566.45,577.7,556.75,545.5,535.8,-0.278401437,SKIP,59009,32821359.1,556.2,555.75
HDFC,388,380,386,389.3333333,392.6666667,384.6666667,381.3333333,376.6666667,0.346620451,SKIP,58400,22404430,387,383.6666667
ORIENTCEM,143.45,136.6,140.05,143.4666667,146.8833333,140.0333333,136.6166667,133.1833333,0.011901928,SKIP,57634,8057118.3,141.05,139.0333333
IMFA,510,483.25,487.6,503.9833333,520.3666667,493.6166667,477.2333333,466.8666667,-1.218894554,SELL,57308,28217630.05,488.6,492.6166667
SHREEPUSHK,220.2,216.3,217.65,219.8,221.95,218.05,215.9,214.15,-0.183444164,SKIP,55959,12222505.6,218.65,217.05
KITEX,249.4,240.95,243.2,248.0833333,252.9666667,244.5166667,239.6333333,236.0666667,-0.538477268,SKIP,55939,13632047,244.2,243.5166667
MIRZAINT,138.25,135.4,137.15,138.4666667,139.7833333,136.9333333,135.6166667,134.0833333,0.158227848,SKIP,55544,7587764.9,138.15,135.9333333
SUPPETRO,318.95,310,315.75,319.8,323.85,314.9,310.85,305.95,0.269926961,SKIP,54920,17169137.05,316.75,313.9
SUBROS,333.8,325,329.4,333.8,338.2,329.4,325,320.6,0,SKIP,54520,17930279.85,330.4,328.4
RAMCOIND,275,269.6,270.55,273.8333333,277.1166667,271.7166667,268.4333333,266.3166667,-0.429368828,SKIP,54325,14782295.6,271.55,270.7166667
LEEL,235.5,229.75,233,235.75,238.5,232.75,230,227,0.107411386,SKIP,54224,12610640.55,234,231.75
GESHIP,379.45,366.05,372.1,379.0166667,385.9333333,372.5333333,365.6166667,359.1333333,-0.116320687,SKIP,53513,19950497.15,373.1,371.5333333
JINDRILL,165.9,161.8,164.6,166.4,168.2,164.1,162.3,160,0.304692261,SKIP,52260,8551131.65,165.6,163.1
JKIL,300.25,295.15,296.6,299.5166667,302.4333333,297.3333333,294.4166667,292.2333333,-0.246636771,SKIP,52096,15513532.7,297.6,296.3333333
KAKATCEM,302.7,286,289.5,299.4666667,309.4333333,292.7333333,282.7666667,276.0333333,-1.104531997,SELL,51689,15104200.65,290.5,291.7333333
TRF,249.8,235.05,238.85,247.4166667,255.9833333,241.2333333,232.6666667,226.4833333,-0.987978444,SELL,51259,12345745.4,239.85,240.2333333
BUTTERFLY,546.95,500,546.95,562.6,578.25,531.3,515.65,484.35,2.94560512,SKIP,50873,26983453.25,547.95,530.3
KANSAINER,485.3,481,482.75,485.0333333,487.3166667,483.0166667,480.7333333,478.7166667,-0.055208585,SKIP,50636,24449310.85,483.75,482.0166667
KABRAEXTRU,120,117,117.65,119.4333333,121.2166667,118.2166667,116.4333333,115.2166667,-0.479345834,SKIP,49298,5813095.55,118.65,117.2166667
EVERESTIND,500.25,484.55,489.25,498.15,507.05,491.35,482.45,475.65,-0.427393915,SKIP,48547,23875137.05,490.25,490.35
UNIVCABLES,158.1,154.55,155.7,157.6833333,159.6666667,156.1166667,154.1333333,152.5666667,-0.266894417,SKIP,47825,7479612.25,156.7,155.1166667
UNICHEMLAB,266.95,261.8,264.25,266.8666667,269.4833333,264.3333333,261.7166667,259.1833333,-0.031525851,SKIP,47815,12616112.6,265.25,263.3333333
SHOPERSTOP,575,562.6,570.3,576,581.7,569.3,563.6,556.9,0.175654312,SKIP,47207,26886084.9,571.3,568.3
SIMPLEXINF,610.95,585,606.65,616.7333333,626.8166667,600.8666667,590.7833333,574.9166667,0.962498613,BUY,46691,27765948.25,607.65,599.8666667
