SYMBOL,HIGH,LOW,CLOSE,R1,R2,PIVOT,S1,S2,%,>.6%,TOTTRDQTY,TOTTRDVAL,BUY,SELL
ASHOKLEY,167.5,164.75,165.55,167.11666666666667,168.68333333333334,165.93333333333334,164.36666666666667,163.18333333333334,-0.2310164724789026,SKIP,9015082,1498908573.75,166.55,164.93333333333334
ASIANHOTNR,317.9,308.9,313.1,317.70000000000005,322.3,313.3,308.70000000000005,304.3,-0.06383657835939631,SKIP,6713,2116299.95,314.1,312.3
ASIANTILES,464.0,452.0,453.0,460.66666666666663,468.3333333333333,456.3333333333333,448.66666666666663,444.3333333333333,-0.7304601899196452,SELL,16078,7339746.1,454.0,455.3333333333333
ASPINWALL,389.0,360.5,382.4,394.1,405.8,377.3,365.6,348.8,1.351709514974812,BUY,3655,1382688.85,383.4,376.3
ASTEC,717.0,693.0,695.75,710.8333333333333,725.9166666666666,701.9166666666666,686.8333333333333,677.9166666666666,-0.8785468360441594,SELL,29826,21039174.95,696.75,700.9166666666666
ASTERDM,190.4,178.0,188.05,192.9666666666667,197.88333333333335,185.48333333333335,180.5666666666667,173.08333333333334,1.383772126875728,BUY,1010936,188625118.55,189.05,184.48333333333335
ASTRAMICRO,104.85,101.1,101.7,104.0,106.3,102.55,100.25,98.8,-0.8288639687957039,SELL,237811,24338572.55,102.7,101.55
ASTRON,135.0,129.95,130.75,133.85000000000002,136.95000000000002,131.9,128.8,126.85,-0.8718726307808989,SELL,151335,20034213.0,131.75,130.9
ATLASCYCLE,157.75,153.0,153.85,156.73333333333335,159.61666666666667,154.86666666666667,151.98333333333335,150.11666666666667,-0.6564786913474041,SELL,2214,340773.2,154.85,153.86666666666667
ATULAUTO,443.75,435.9,439.05,443.23333333333335,447.4166666666667,439.56666666666666,435.3833333333333,431.71666666666664,-0.11754000151664175,SKIP,8255,3629979.3,440.05,438.56666666666666
AUBANK,676.15,651.25,657.6,672.0833333333333,686.5666666666666,661.6666666666666,647.1833333333333,636.7666666666667,-0.6146095717884039,SELL,180771,119084787.15,658.6,660.6666666666666
AURIONPRO,223.9,213.35,215.25,221.65,228.05,217.5,211.1,206.95,-1.0344827586206897,SELL,22138,4804195.4,216.25,216.5
AUROPHARMA,630.6,615.05,617.0,626.7166666666667,636.4333333333334,620.8833333333333,611.1666666666666,605.3333333333333,-0.625452983652322,SELL,1195502,744008049.85,618.0,619.8833333333333
AVADHSUGAR,366.0,350.1,352.9,362.5666666666666,372.2333333333333,356.3333333333333,346.66666666666663,340.43333333333334,-0.9635173058933595,SELL,16245,5808291.0,353.9,355.3333333333333
AVG,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,SKIP,1200,163200.0,137.0,135.0
AXISBANK,547.5,533.45,542.25,548.6833333333334,555.1166666666667,541.0666666666667,534.6333333333334,527.0166666666668,0.21870379497288323,SKIP,12028184,6515564184.0,543.25,540.0666666666667
AXISCADES,168.0,161.0,162.4,166.59999999999997,170.79999999999998,163.79999999999998,159.59999999999997,156.79999999999998,-0.8547008547008409,SELL,29994,4931769.3,163.4,162.79999999999998
BAJAJCORP,468.0,454.35,464.8,470.41666666666674,476.03333333333336,462.3833333333334,456.76666666666677,448.7333333333334,0.5226543632627968,SKIP,94617,43345559.9,465.8,461.3833333333334
BAJAJELEC,676.2,655.0,670.6,679.5333333333335,688.4666666666668,667.2666666666668,658.3333333333335,646.0666666666667,0.49955040463581635,SKIP,482903,323076028.45,671.6,666.2666666666668
BALAJITELE,133.65,128.25,128.95,132.31666666666666,135.68333333333334,130.28333333333333,126.91666666666666,124.88333333333333,-1.0234105155430546,SELL,45985,5993667.25,129.95,129.28333333333333
BALAMINES,681.5,651.0,661.3,678.2,695.1,664.6,647.7,634.1,-0.49653927174241164,SKIP,35411,23560603.4,662.3,663.6
BALMLAWRIE,221.0,217.0,219.4,221.26666666666665,223.13333333333333,219.13333333333333,217.26666666666665,215.13333333333333,0.12169151201704288,SKIP,51802,11340679.15,220.4,218.13333333333333
BANCOINDIA,234.8,226.85,228.2,233.04999999999993,237.89999999999998,229.94999999999996,225.0999999999999,221.99999999999994,-0.7610350076103379,SELL,28680,6623981.65,229.2,228.94999999999996
BANDHANBNK,497.0,490.0,494.35,497.5666666666666,500.7833333333333,493.7833333333333,490.5666666666666,486.7833333333333,0.11476018496642652,SKIP,568372,280669078.15,495.35,492.7833333333333
BANKA,115.0,93.5,114.55,121.86666666666667,129.18333333333334,107.68333333333334,100.36666666666667,86.18333333333334,6.376721869679609,SKIP,86400,9873660.0,115.55,106.68333333333334
BANKBARODA,149.45,141.55,145.6,149.51666666666665,153.4333333333333,145.53333333333333,141.61666666666667,137.63333333333335,0.04580852038478897,SKIP,15834407,2309952854.8,146.6,144.53333333333333
BANKINDIA,107.4,100.2,104.6,107.93333333333335,111.26666666666668,104.06666666666668,100.73333333333335,96.86666666666667,0.5124919923126046,SKIP,10341744,1077600206.05,105.6,103.06666666666668
BANSAL,125.0,116.0,118.6,123.73333333333335,128.86666666666667,119.86666666666667,114.73333333333335,110.86666666666667,-1.056729699666307,SELL,21000,2540350.0,119.6,118.86666666666667
BANSWRAS,103.05,100.7,100.75,102.3,103.85,101.5,99.95,99.15,-0.7389162561576355,SELL,609,61533.35,101.75,100.5
BASML,240.0,231.65,232.05,237.48333333333338,242.91666666666669,234.5666666666667,229.13333333333338,226.2166666666667,-1.0729003836862354,SELL,779,183365.85,233.05,233.5666666666667
BDL,397.0,386.1,388.1,394.70000000000005,401.3,390.40000000000003,383.80000000000007,379.50000000000006,-0.5891393442622979,SKIP,267245,103848053.35,389.1,389.40000000000003
BEL,132.85,131.2,131.9,132.76666666666665,133.63333333333333,131.98333333333332,131.11666666666665,130.33333333333331,-0.06313928526327647,SKIP,2929513,386807387.05,132.9,130.98333333333332
BEPL,182.0,174.0,175.9,180.59999999999997,185.29999999999998,177.29999999999998,172.59999999999997,169.29999999999998,-0.789622109419051,SELL,530361,94255890.7,176.9,176.29999999999998
BERGEPAINT,277.0,270.85,273.35,276.6166666666667,279.8833333333333,273.73333333333335,270.4666666666667,267.58333333333337,-0.14003896736482918,SKIP,612470,167897350.95,274.35,272.73333333333335
BFINVEST,338.0,323.1,326.4,335.23333333333335,344.06666666666666,329.1666666666667,320.33333333333337,314.2666666666667,-0.8405063291139367,SELL,130842,43363695.0,327.4,328.1666666666667
BFUTILITIE,407.8,396.55,399.0,405.6833333333332,412.3666666666666,401.1166666666666,394.4333333333332,389.8666666666666,-0.5276935222503721,SKIP,265256,106578711.8,400.0,400.1166666666666
BGRENERGY,107.9,105.65,106.1,107.44999999999999,108.8,106.55,105.19999999999999,104.3,-0.42233693101830394,SKIP,33733,3591203.8,107.1,105.55
BHAGERIA,304.0,290.2,298.75,305.1000000000001,311.45000000000005,297.65000000000003,291.30000000000007,283.85,0.3695615655971664,SKIP,30839,9144494.9,299.75,296.65000000000003
BHARATGEAR,175.9,171.5,174.35,176.33333333333331,178.31666666666666,173.91666666666666,171.9333333333333,169.51666666666665,0.24916147580258965,SKIP,26256,4542661.65,175.35,172.91666666666666
BHARATWIRE,124.9,120.0,121.15,124.03333333333333,126.91666666666667,122.01666666666667,119.13333333333333,117.11666666666666,-0.7102854801256605,SELL,25294,3107332.75,122.15,121.01666666666667
BHARTIARTL,402.95,396.8,401.15,403.8,406.45,400.3,397.65000000000003,394.15000000000003,0.21234074444166023,SKIP,3565204,1425907634.8,402.15,399.3
BIGBLOC,169.75,164.05,166.4,169.41666666666669,172.43333333333334,166.73333333333335,163.7166666666667,161.03333333333336,-0.1999200319872108,SKIP,38779,6483588.1,167.4,165.73333333333335
BIL,407.0,400.0,403.8,407.19999999999993,410.59999999999997,403.59999999999997,400.19999999999993,396.59999999999997,0.04955401387513516,SKIP,5532,2223862.85,404.8,402.59999999999997
BIOCON,635.0,620.35,622.65,631.65,640.65,626.0,617.0,611.35,-0.5351437699680548,SKIP,843247,526939438.9,623.65,625.0
BLISSGVS,209.6,202.0,204.55,208.7666666666667,212.98333333333335,205.38333333333335,201.1666666666667,197.78333333333336,-0.40574535421569874,SKIP,209752,43187607.8,205.55,204.38333333333335
BLS,158.5,153.05,157.25,159.48333333333335,161.71666666666667,156.26666666666668,154.03333333333336,150.8166666666667,0.629266211604087,BUY,237157,37151559.45,158.25,155.26666666666668
BODALCHEM,113.6,111.0,111.25,112.9,114.55,111.95,110.30000000000001,109.35000000000001,-0.6252791424743215,SELL,263681,29453670.4,112.25,110.95
BOMDYEING,320.8,310.3,313.85,319.6666666666667,325.48333333333335,314.98333333333335,309.1666666666667,304.48333333333335,-0.3598073972167815,SKIP,5321622,1677924998.5,314.85,313.98333333333335
BPCL,395.4,381.0,392.6,398.33333333333337,404.06666666666666,389.6666666666667,383.9333333333334,375.2666666666667,0.7527801539777598,BUY,5972247,2333279377.25,393.6,388.6666666666667
BRIGADE,270.0,264.0,267.4,270.26666666666665,273.1333333333333,267.1333333333333,264.26666666666665,261.1333333333333,0.09982530571499308,SKIP,103205,27510929.05,268.4,266.1333333333333
BRNL,179.0,173.35,175.5,178.55000000000004,181.60000000000002,175.95000000000002,172.90000000000003,170.3,-0.2557544757033345,SKIP,12230,2144556.05,176.5,174.95000000000002
BSLNIFTY,106.4,106.35,106.35,106.38333333333335,106.41666666666669,106.36666666666667,106.33333333333334,106.31666666666666,-0.015669069257298586,SKIP,45,4786.0,107.35,105.36666666666667
BUTTERFLY,518.35,508.0,517.25,521.0666666666666,524.8833333333333,514.5333333333333,510.7166666666666,504.1833333333333,0.5279865250064842,SKIP,6958,3587990.6,518.25,513.5333333333333
BYKE,187.0,181.8,185.65,187.83333333333337,190.01666666666668,184.8166666666667,182.63333333333338,179.6166666666667,0.4508972855983304,SKIP,28754,5314752.35,186.65,183.8166666666667
CADILAHC,397.4,392.05,393.75,396.75000000000006,399.75,394.40000000000003,391.4000000000001,389.05000000000007,-0.16480730223124596,SKIP,396090,156199496.4,394.75,393.40000000000003
CADSYS,119.7,108.0,112.0,118.46666666666667,124.93333333333334,113.23333333333333,106.76666666666667,101.53333333333333,-1.0891963497203423,SELL,42000,4876300.0,113.0,112.23333333333333
CAMLINFINE,115.85,110.4,111.1,114.5,117.89999999999999,112.45,109.05000000000001,107.00000000000001,-1.2005335704757747,SELL,509767,57240278.65,112.1,111.45
CANBK,272.0,255.95,262.1,270.75000000000006,279.40000000000003,263.35,254.70000000000005,247.3,-0.47465350294285164,SKIP,9011403,2384390746.5,263.1,262.35
CANFINHOME,410.45,402.4,404.3,409.0333333333333,413.76666666666665,405.71666666666664,400.9833333333333,397.66666666666663,-0.34917635459884866,SKIP,616999,250550523.75,405.3,404.71666666666664
CANTABIL,130.0,125.55,127.0,129.48333333333335,131.96666666666667,127.51666666666667,125.03333333333333,123.06666666666666,-0.4051757940138537,SKIP,11620,1503967.45,128.0,126.51666666666667
CAPACITE,344.0,335.0,335.9,341.6,347.3,338.3,332.6,329.3,-0.7094295004434035,SELL,35659,12088491.0,336.9,337.3
CAPF,622.8,609.25,614.1,621.5166666666667,628.9333333333333,615.3833333333333,607.9666666666667,601.8333333333334,-0.20854210112937244,SKIP,420011,259526567.2,615.1,614.3833333333333
CAPLIPOINT,598.45,578.05,581.95,594.25,606.5500000000001,586.15,573.8499999999999,565.7499999999999,-0.7165401347777757,SELL,50413,29384727.75,582.95,585.15
CAPTRUST,405.4,396.7,400.0,404.7,409.4,400.7,396.0,392.0,-0.17469428500124498,SKIP,11142,4479967.55,401.0,399.7
CARBORUNIV,377.95,368.2,373.55,378.2666666666667,382.98333333333335,373.23333333333335,368.5166666666667,363.48333333333335,0.08484415468428941,SKIP,32123,11999098.5,374.55,372.23333333333335
CAREERP,127.2,120.5,122.3,126.16666666666666,130.03333333333333,123.33333333333333,119.46666666666665,116.63333333333333,-0.8378378378378364,SELL,140678,17523248.25,123.3,122.33333333333333
CASTROLIND,184.0,180.65,182.65,184.2166666666666,185.7833333333333,182.4333333333333,180.86666666666662,179.08333333333331,0.11876484560571735,SKIP,1245340,227321882.55,183.65,181.4333333333333
CCL,312.2,305.0,308.5,312.1333333333333,315.76666666666665,308.56666666666666,304.93333333333334,301.3666666666667,-0.021605271686290225,SKIP,19177,5918271.8,309.5,307.56666666666666
CDSL,282.9,279.2,280.4,282.46666666666664,284.5333333333333,280.8333333333333,278.76666666666665,277.1333333333333,-0.15430267062314676,SKIP,273479,76809491.5,281.4,279.8333333333333
CENTENKA,338.75,333.6,335.0,337.9666666666667,340.93333333333334,335.78333333333336,332.8166666666667,330.6333333333334,-0.23328535265797185,SKIP,12566,4221650.85,336.0,334.78333333333336
CENTUM,598.0,555.15,587.25,605.1166666666667,622.9833333333333,580.1333333333333,562.2666666666667,537.2833333333333,1.2267294874741452,BUY,7616,4362196.75,588.25,579.1333333333333
CENTURYPLY,311.9,306.3,308.15,311.2666666666667,314.3833333333333,308.78333333333336,305.66666666666674,303.1833333333334,-0.20510606142388382,SKIP,111836,34680751.1,309.15,307.78333333333336
CHAMBLFERT,188.9,181.25,183.3,187.7166666666667,192.13333333333335,184.48333333333335,180.0666666666667,176.83333333333334,-0.6414310235793679,SELL,580575,106826009.3,184.3,183.48333333333335
CHEMFAB,248.6,234.5,248.6,253.3,258.0,243.9,239.20000000000002,229.8,1.9270192701926974,SKIP,7505,1855091.15,249.6,242.9
CHENNPETRO,309.5,297.65,304.05,309.8166666666667,315.58333333333337,303.73333333333335,297.9666666666667,291.8833333333333,0.10425812115891007,SKIP,719466,219282831.55,305.05,302.73333333333335
CIGNITITEC,242.0,232.0,240.65,244.43333333333334,248.21666666666667,238.21666666666667,234.43333333333334,228.21666666666667,1.0214790456867013,BUY,11008,2637921.5,241.65,237.21666666666667
CIPLA,601.95,586.55,590.65,599.5500000000002,608.4500000000002,593.0500000000001,584.1500000000001,577.65,-0.40468763173427036,SKIP,1039491,616281459.55,591.65,592.0500000000001
CLEDUCATE,223.0,212.55,220.65,224.91666666666669,229.18333333333334,218.73333333333335,214.4666666666667,208.28333333333336,0.8762572386467496,BUY,5359,1190092.75,221.65,217.73333333333335
CLNINDIA,539.8,531.15,535.0,539.4833333333332,543.9666666666666,535.3166666666666,530.8333333333333,526.6666666666666,-0.059155017279480575,SKIP,8745,4679041.75,536.0,534.3166666666666
CMICABLES,325.95,316.05,319.75,325.1166666666666,330.4833333333333,320.5833333333333,315.21666666666664,310.68333333333334,-0.25994281258122626,SKIP,19696,6322908.9,320.75,319.5833333333333
COALINDIA,272.0,266.65,268.15,271.2166666666667,274.28333333333336,268.93333333333334,265.8666666666667,263.5833333333333,-0.2912741695587605,SKIP,3920562,1052695083.55,269.15,267.93333333333334
COCHINSHIP,527.0,518.55,522.55,526.8499999999999,531.15,522.6999999999999,518.3999999999999,514.2499999999999,-0.028697149416486947,SKIP,40677,21279713.7,523.55,521.6999999999999
COFFEEDAY,349.15,338.95,341.25,347.28333333333325,353.3166666666666,343.1166666666666,337.08333333333326,332.91666666666663,-0.5440326419585032,SKIP,190755,65637242.2,342.25,342.1166666666666
CONTROLPR,452.9,438.1,440.55,449.5999999999999,458.6499999999999,443.84999999999997,434.79999999999995,429.05,-0.7434944237918114,SELL,18508,8153864.2,441.55,442.84999999999997
COROMANDEL,457.6,441.9,444.05,453.79999999999995,463.55,447.84999999999997,438.0999999999999,432.1499999999999,-0.8484983811543942,SELL,209137,93187473.6,445.05,446.84999999999997
COSMOFILMS,269.05,262.95,266.55,269.4166666666667,272.28333333333336,266.18333333333334,263.31666666666666,260.0833333333333,0.13774967127919638,SKIP,7915,2096862.75,267.55,265.18333333333334
COX&KINGS,221.5,208.15,210.0,218.28333333333333,226.56666666666666,213.21666666666667,204.93333333333334,199.86666666666667,-1.5086375361525843,SKIP,397017,84623129.8,211.0,212.21666666666667
CREST,210.05,207.0,207.0,209.0333333333333,211.06666666666666,208.01666666666665,205.9833333333333,204.96666666666664,-0.48874288919156395,SKIP,1339,278978.6,208.0,207.01666666666665
CROMPTON,251.9,244.25,250.0,253.18333333333334,256.3666666666667,248.71666666666667,245.53333333333333,241.06666666666666,0.5159820411445413,SKIP,610107,151124286.95,251.0,247.71666666666667
CUB,193.95,185.25,191.35,195.11666666666662,198.8833333333333,190.1833333333333,186.41666666666663,181.48333333333332,0.613443168872151,BUY,627744,119322751.0,192.35,189.1833333333333
CUPID,288.7,278.35,279.6,286.08333333333326,292.5666666666666,282.21666666666664,275.7333333333333,271.8666666666667,-0.9271836059764782,SELL,20245,5720535.55,280.6,281.21666666666664
DABUR,372.0,368.6,369.7,371.5999999999999,373.49999999999994,370.09999999999997,368.19999999999993,366.7,-0.10807889759523838,SKIP,1266845,468695698.45,370.7,369.09999999999997
DAMODARIND,123.2,116.15,118.7,122.55000000000001,126.4,119.35000000000001,115.50000000000001,112.30000000000001,-0.5446166736489364,SKIP,5586,670054.35,119.7,118.35000000000001
DATAMATICS,117.15,113.5,115.05,116.96666666666667,118.88333333333334,115.23333333333333,113.31666666666666,111.58333333333333,-0.15909748336708457,SKIP,98763,11343784.2,116.05,114.23333333333333
DBCORP,297.55,291.0,291.7,295.83333333333337,299.9666666666667,293.4166666666667,289.28333333333336,286.8666666666667,-0.5850610621982494,SKIP,24974,7328519.95,292.7,292.4166666666667
DCAL,386.0,370.4,375.85,384.4333333333334,393.0166666666667,377.4166666666667,368.83333333333337,361.81666666666666,-0.41510267167144965,SKIP,95469,36143062.35,376.85,376.4166666666667
DCBBANK,202.0,196.2,198.75,201.7666666666667,204.78333333333336,198.98333333333335,195.9666666666667,193.18333333333334,-0.11726275232432287,SKIP,3462232,689286639.65,199.75,197.98333333333335
DCMSHRIRAM,274.55,257.2,260.45,270.93333333333334,281.4166666666667,264.06666666666666,253.58333333333331,246.71666666666664,-1.3696036354455976,SELL,488961,130417483.35,261.45,263.06666666666666
DECCANCE,497.5,484.95,489.4,496.28333333333325,503.16666666666663,490.6166666666666,483.73333333333323,478.0666666666666,-0.24798722695926356,SKIP,391,191260.95,490.4,489.6166666666666
DEEPAKFERT,341.9,335.0,337.75,341.4333333333333,345.1166666666666,338.21666666666664,334.5333333333333,331.31666666666666,-0.13797861331492836,SKIP,62251,21066374.95,338.75,337.21666666666664
DEEPAKNTR,259.8,246.5,256.55,262.06666666666666,267.58333333333337,254.28333333333333,248.76666666666665,240.98333333333332,0.8913941141771042,BUY,187611,47939213.4,257.55,253.28333333333333
