,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,46.5,47.25,45.5,45.75,45.6,46.65,46701,2159067.0,08-MAY-2018,488,INE144J01027
1,21STCENMGM,EQ,42.1,42.1,42.1,42.1,42.1,42.95,883,37174.3,08-MAY-2018,10,INE253B01015
2,3IINFOTECH,EQ,4.55,4.55,4.45,4.5,4.55,4.5,1011674,4566826.0,08-MAY-2018,607,INE748C01020
3,3MINDIA,EQ,20515.05,20644.0,20450.5,20616.4,20600.0,20474.1,632,13002339.55,08-MAY-2018,273,INE470A01017
4,3PLAND,EQ,14.5,14.65,13.65,14.0,13.85,14.85,2002,27993.8,08-MAY-2018,36,INE105C01023
5,5PAISA,EQ,496.0,509.85,478.0,480.9,480.3,486.85,43567,21560528.85,08-MAY-2018,1177,INE618L01018
6,63MOONS,EQ,85.0,88.0,83.4,85.0,84.9,85.5,154946,13194957.85,08-MAY-2018,2440,INE111B01023
7,8KMILES,EQ,698.95,706.7,686.7,693.2,695.0,698.65,132620,92336656.1,08-MAY-2018,5729,INE650K01021
8,A2ZINFRA,EQ,25.65,25.8,24.7,24.95,25.05,25.6,407380,10268531.3,08-MAY-2018,1997,INE619I01012
9,AAKASH,ST,56.05,58.0,56.05,58.0,0.0,58.0,6000,344100.0,08-MAY-2018,3,INE087Z01016
10,AARTIDRUGS,EQ,572.85,580.0,556.0,572.7,580.0,558.5,6370,3630753.9,08-MAY-2018,475,INE767A01016
11,AARTIIND,EQ,1324.0,1329.0,1307.0,1315.2,1313.95,1323.5,14723,19406015.25,08-MAY-2018,2708,INE769A01020
12,AARVEEDEN,EQ,43.75,44.9,43.15,43.45,44.2,43.8,26053,1132870.6,08-MAY-2018,98,INE273D01019
13,AARVI,SM,95.0,95.0,95.0,95.0,95.0,95.0,2000,190000.0,08-MAY-2018,1,INE754X01016
14,ABAN,EQ,171.8,172.5,166.2,166.75,166.5,169.25,655687,110916680.9,08-MAY-2018,7040,INE421A01028
15,ABB,EQ,1291.95,1306.0,1271.25,1281.1,1277.0,1284.9,182611,236344584.65,08-MAY-2018,7789,INE117A01022
16,ABBOTINDIA,EQ,6344.0,6344.0,6230.0,6284.6,6314.6,6272.9,1295,8139103.9,08-MAY-2018,344,INE358A01014
17,ABCAPITAL,EQ,158.9,166.0,158.35,160.4,160.1,157.9,10403637,1691727359.8,08-MAY-2018,65035,INE674K01013
18,ABFRL,EQ,143.55,144.5,140.05,142.05,142.0,143.5,1377228,193447186.15,08-MAY-2018,2188,INE647O01011
19,ABGSHIP,BZ,7.0,7.0,6.45,6.85,6.85,6.75,21085,139882.75,08-MAY-2018,63,INE067H01016
20,ABMINTLTD,BE,25.0,25.0,25.0,25.0,25.0,24.35,40,1000.0,08-MAY-2018,1,INE251C01017
21,ACC,EQ,1526.2,1531.0,1515.3,1518.65,1524.55,1523.5,199827,304271287.25,08-MAY-2018,8713,INE012A01025
22,ACCELYA,EQ,1320.15,1325.0,1300.0,1302.4,1303.0,1316.4,3497,4566166.8,08-MAY-2018,375,INE793A01012
23,ACE,EQ,186.6,189.8,184.1,185.45,185.15,185.55,843355,157657005.0,08-MAY-2018,8008,INE731H01025
24,ADANIENT,EQ,128.25,133.5,125.8,131.45,130.4,127.6,4625620,595640241.1,08-MAY-2018,26543,INE423A01024
25,ADANIPORTS,EQ,413.1,415.65,410.1,412.8,413.4,412.4,1945992,803725798.55,08-MAY-2018,38486,INE742F01042
26,ADANIPOWER,EQ,25.2,25.3,24.35,24.65,24.65,25.1,20725982,513490772.2,08-MAY-2018,19998,INE814H01011
27,ADANITRANS,EQ,167.7,167.7,163.1,165.85,165.3,165.65,756227,124993405.75,08-MAY-2018,9614,INE931S01010
28,ADFFOODS,EQ,232.25,239.8,232.25,236.35,237.0,232.3,57445,13560650.7,08-MAY-2018,2165,INE982B01019
29,ADHUNIK,EQ,3.35,3.45,3.2,3.35,3.35,3.35,78108,255668.45,08-MAY-2018,75,INE400H01019
30,ADHUNIKIND,EQ,75.6,78.0,73.2,77.65,76.95,76.55,19182,1487561.3,08-MAY-2018,105,INE452L01012
31,ADLABS,EQ,48.8,49.2,47.85,48.0,47.9,48.7,21840,1053702.85,08-MAY-2018,274,INE172N01012
32,ADORWELD,EQ,383.9,386.95,381.0,382.8,382.2,382.5,3813,1463703.35,08-MAY-2018,197,INE045A01017
33,ADROITINFO,EQ,30.15,30.5,28.3,29.3,29.3,30.15,8167,237678.25,08-MAY-2018,73,INE737B01033
34,ADSL,EQ,19.0,19.75,18.9,19.05,19.0,19.75,21235,405828.2,08-MAY-2018,123,INE102I01027
35,ADVANIHOTR,EQ,68.7,68.7,65.0,65.3,65.2,66.95,11901,784943.35,08-MAY-2018,159,INE199C01026
36,ADVENZYMES,EQ,251.65,253.9,247.0,248.3,248.0,249.75,122848,30809497.5,08-MAY-2018,3518,INE837H01020
37,AEGISCHEM,EQ,291.25,299.0,288.9,295.6,295.7,291.3,119249,34929146.9,08-MAY-2018,1883,INE208C01025
38,AFL,EQ,61.6,62.8,59.15,59.25,59.25,61.55,13464,816747.4,08-MAY-2018,72,INE020G01017
39,AGARIND,BE,289.9,290.0,281.0,284.35,282.5,281.8,3790,1089700.0,08-MAY-2018,33,INE204E01012
40,AGCNET,EQ,126.5,126.5,120.6,122.25,121.05,127.4,6910,850673.15,08-MAY-2018,95,INE676A01019
41,AGLSL,EQ,100.85,103.0,99.95,101.0,100.5,102.0,32136,3232569.8,08-MAY-2018,290,INE517U01013
42,AGRITECH,EQ,130.5,132.5,127.45,128.5,128.45,128.2,15930,2061505.3,08-MAY-2018,352,INE449G01018
43,AGROPHOS,SM,39.9,40.8,39.9,40.55,40.35,39.4,30000,1212600.0,08-MAY-2018,5,INE740V01019
44,AHLEAST,EQ,360.05,366.0,354.95,360.0,356.0,363.0,2924,1059359.1,08-MAY-2018,124,INE926K01017
45,AHLUCONT,EQ,427.0,443.0,421.2,422.0,422.5,425.1,74541,32387941.85,08-MAY-2018,2736,INE758C01029
46,AHLWEST,BE,325.45,325.45,301.0,313.65,307.55,310.5,375,115861.45,08-MAY-2018,20,INE915K01010
47,AIAENG,EQ,1440.85,1454.0,1430.0,1447.7,1443.9,1440.1,17035,24591386.55,08-MAY-2018,2674,INE212H01026
48,AIFL,EQ,480.15,486.15,475.5,479.7,476.1,485.25,21906,10508713.0,08-MAY-2018,447,INE428O01016
49,AIRAN,SM,247.15,249.0,247.15,248.0,248.0,250.0,1500,372075.0,08-MAY-2018,3,INE645W01018
50,AIROLAM,SM,48.45,48.7,48.0,48.0,48.0,47.95,24000,1160700.0,08-MAY-2018,8,INE801L01010
51,AISL,SM,115.05,117.5,115.0,116.35,116.0,114.25,37200,4334820.0,08-MAY-2018,23,INE635Y01015
52,AJANTPHARM,EQ,1165.85,1181.8,1150.65,1158.35,1160.0,1157.15,223507,260505137.6,08-MAY-2018,9857,INE031B01049
53,AJMERA,EQ,251.4,251.9,243.5,244.8,244.5,249.9,37259,9218070.55,08-MAY-2018,1263,INE298G01027
54,AJOONI,SM,35.3,35.3,35.3,35.3,35.3,33.25,4000,141200.0,08-MAY-2018,1,INE820Y01013
55,AKASH,SM,75.0,75.0,75.0,75.0,75.0,84.95,1000,75000.0,08-MAY-2018,1,INE737W01013
56,AKSHARCHEM,EQ,609.5,609.5,594.85,599.8,599.0,609.5,5727,3450860.35,08-MAY-2018,278,INE542B01011
57,AKSHOPTFBR,EQ,32.5,35.95,32.5,35.95,35.95,32.7,1187317,41815976.5,08-MAY-2018,3175,INE523B01011
58,AKZOINDIA,EQ,1936.0,1936.0,1917.0,1924.05,1924.0,1919.15,1191,2291986.75,08-MAY-2018,358,INE133A01011
59,ALANKIT,EQ,31.2,32.75,29.8,32.75,32.75,31.2,63927,2029501.75,08-MAY-2018,259,INE914E01040
60,ALBERTDAVD,EQ,370.0,378.8,369.05,378.8,378.8,375.2,245,91144.55,08-MAY-2018,11,INE155C01010
61,ALBK,EQ,48.35,49.25,46.9,47.75,47.55,48.3,5288519,253725871.7,08-MAY-2018,12935,INE428A01015
62,ALCHEM,BE,8.8,9.1,8.65,9.05,9.1,8.8,687,6180.95,08-MAY-2018,10,INE964B01033
63,ALEMBICLTD,EQ,53.6,54.0,51.1,51.8,51.9,53.6,284756,14969011.65,08-MAY-2018,2090,INE426A01027
64,ALICON,EQ,660.95,660.95,639.7,641.6,645.0,659.15,1772,1151838.7,08-MAY-2018,135,INE062D01024
65,ALKALI,EQ,79.15,81.7,79.15,80.3,80.3,80.25,8242,666056.35,08-MAY-2018,142,INE773I01017
66,ALKEM,EQ,1993.1,2025.0,1961.05,2019.0,2000.0,1990.85,18793,37663003.75,08-MAY-2018,4174,INE540L01014
67,ALKYLAMINE,EQ,664.7,666.05,641.1,647.3,645.0,665.45,2484,1609200.95,08-MAY-2018,229,INE150B01021
68,ALLCARGO,EQ,136.5,137.0,132.65,133.05,132.85,136.1,218150,29397965.55,08-MAY-2018,3327,INE418H01029
69,ALLSEC,EQ,359.05,366.95,357.5,366.05,366.85,362.2,3624,1311868.35,08-MAY-2018,146,INE835G01018
70,ALMONDZ,BE,28.7,29.9,27.4,27.75,27.5,28.75,6162,170231.3,08-MAY-2018,24,INE326B01027
71,ALOKTEXT,EQ,1.85,1.95,1.85,1.85,1.85,1.9,66705495,124302676.35,08-MAY-2018,2740,INE270A01011
72,ALPA,EQ,35.55,35.9,34.1,34.6,34.85,35.8,22768,793898.85,08-MAY-2018,132,INE385I01010
73,ALPHAGEO,EQ,820.0,824.95,794.1,797.7,797.95,815.1,12534,10078067.9,08-MAY-2018,1320,INE137C01018
74,ALPSINDUS,BE,2.5,2.55,2.45,2.45,2.45,2.55,2404,5990.0,08-MAY-2018,13,INE093B01015
75,AMARAJABAT,EQ,886.0,887.0,862.6,869.25,869.2,886.05,654372,571284869.1,08-MAY-2018,38768,INE885A01032
76,AMBER,EQ,1157.5,1202.0,1157.5,1182.4,1184.6,1178.9,31057,36821947.55,08-MAY-2018,3769,INE371P01015
77,AMBIKCO,EQ,1400.0,1410.0,1371.25,1394.65,1389.5,1389.55,1169,1623671.4,08-MAY-2018,229,INE540G01014
78,AMBUJACEM,EQ,235.6,236.25,228.75,229.45,229.5,235.25,2782140,643801493.15,08-MAY-2018,22701,INE079A01024
79,AMDIND,EQ,28.95,29.4,28.0,28.75,29.3,28.3,6295,180391.85,08-MAY-2018,52,INE005I01014
80,AMJLAND,EQ,26.9,28.8,25.5,28.25,28.25,25.55,149253,4170034.5,08-MAY-2018,514,INE606A01024
81,AMJUMBO,SM,85.0,90.0,85.0,90.0,90.0,89.75,10000,875600.0,08-MAY-2018,5,INE749Y01014
82,AMRUTANJAN,EQ,279.0,279.0,275.95,277.1,276.0,276.15,3535,978201.35,08-MAY-2018,146,INE098F01031
83,AMTEKAUTO,BZ,14.0,14.8,13.85,13.85,13.85,14.55,135422,1883389.95,08-MAY-2018,377,INE130C01021
84,ANANTRAJ,EQ,43.3,44.8,43.3,43.8,44.0,43.3,637583,28051069.7,08-MAY-2018,2517,INE242C01024
85,ANDHRABANK,EQ,37.5,38.9,36.3,37.6,37.55,37.35,6741154,252916295.95,08-MAY-2018,12438,INE434A01013
86,ANDHRACEMT,EQ,10.95,10.95,10.35,10.5,10.45,10.75,61850,654111.0,08-MAY-2018,188,INE666E01012
87,ANDHRSUGAR,EQ,417.5,423.45,407.1,410.85,409.5,416.05,36085,14944712.35,08-MAY-2018,1225,INE715B01013
88,ANGIND,BE,3.35,3.6,3.3,3.55,3.55,3.45,2088,6965.25,08-MAY-2018,18,INE017D01010
89,ANIKINDS,BE,38.8,40.0,36.95,36.95,36.95,38.85,6827,254894.2,08-MAY-2018,62,INE087B01017
90,ANSALAPI,EQ,22.9,23.4,22.6,22.85,22.7,22.9,92642,2121660.3,08-MAY-2018,184,INE436A01026
91,ANSALHSG,EQ,20.15,20.25,19.55,19.65,19.65,19.75,30798,607163.9,08-MAY-2018,114,INE880B01015
92,ANTGRAPHIC,BE,0.75,0.85,0.75,0.8,0.85,0.8,16898,13063.05,08-MAY-2018,18,INE414B01021
93,APARINDS,EQ,790.5,800.0,781.0,785.8,781.05,787.2,2738,2161555.05,08-MAY-2018,336,INE372A01015
94,APCL,EQ,197.0,206.5,197.0,200.35,200.3,198.0,6628,1338909.25,08-MAY-2018,195,INE071F01012
95,APCOTEXIND,EQ,569.0,572.65,554.0,568.1,569.0,568.55,22302,12534419.7,08-MAY-2018,754,INE116A01024
96,APEX,EQ,632.0,647.0,625.7,631.1,633.5,629.15,125281,79612977.35,08-MAY-2018,4204,INE346W01013
97,APLAPOLLO,EQ,2137.6,2157.7,2081.2,2120.0,2100.0,2130.15,20896,44333118.2,08-MAY-2018,2881,INE702C01019
98,APLLTD,EQ,504.0,509.15,500.0,504.3,502.3,504.75,13384,6763136.9,08-MAY-2018,815,INE901L01018
99,APOLLO,EQ,221.9,222.0,215.0,215.7,215.7,220.4,28301,6152009.2,08-MAY-2018,796,INE713T01010
100,APOLLOHOSP,EQ,1088.0,1088.0,1065.85,1071.6,1068.35,1080.9,319466,342355374.25,08-MAY-2018,24483,INE437A01024
101,APOLLOTYRE,EQ,294.9,296.45,288.2,289.1,289.4,293.9,2067280,602516984.8,08-MAY-2018,24150,INE438A01022
102,APOLSINHOT,EQ,1897.0,1897.0,1770.0,1781.75,1771.45,1831.95,1338,2448001.5,08-MAY-2018,213,INE451F01016
103,APTECHT,EQ,270.05,276.9,267.0,273.85,274.0,269.5,441251,120352856.05,08-MAY-2018,7487,INE266F01018
104,ARCHIDPLY,EQ,89.15,89.8,86.55,88.65,88.7,88.3,38544,3403367.95,08-MAY-2018,437,INE877I01016
105,ARCHIES,BE,36.05,38.4,36.05,36.5,37.25,36.6,69020,2582954.45,08-MAY-2018,327,INE731A01020
106,ARCOTECH,EQ,31.2,34.25,30.0,30.7,30.55,29.75,4080268,131808145.8,08-MAY-2018,16166,INE574I01035
107,ARIES,EQ,195.1,203.7,195.1,200.3,202.7,197.15,15012,2972320.6,08-MAY-2018,357,INE298I01015
108,ARIHANT,BE,40.05,42.45,40.05,42.45,42.45,42.15,133,5333.85,08-MAY-2018,3,INE413D01011
109,ARIHANTSUP,EQ,114.8,124.5,114.8,122.6,122.3,118.2,51485,6240827.0,08-MAY-2018,1685,INE643K01018
110,ARMANFIN,BE,422.05,431.4,409.0,421.5,422.0,422.0,1922,801848.5,08-MAY-2018,27,INE109C01017
111,AROGRANITE,EQ,55.35,57.45,54.6,56.5,56.6,55.4,16877,944376.1,08-MAY-2018,220,INE210C01013
112,ARROWGREEN,EQ,327.95,337.15,319.0,320.2,319.0,325.1,11034,3604028.45,08-MAY-2018,544,INE570D01018
113,ARROWTEX,EQ,36.1,36.1,34.35,34.6,34.65,35.65,4683,164408.9,08-MAY-2018,67,INE933J01015
114,ARSHIYA,EQ,62.55,64.5,62.3,63.4,63.5,62.8,23575,1490391.45,08-MAY-2018,350,INE968D01022
115,ARSSINFRA,BE,40.25,41.0,38.9,39.0,39.0,40.3,17457,694249.25,08-MAY-2018,113,INE267I01010
116,ARVEE,SM,56.0,56.0,56.0,56.0,56.0,57.5,2000,112000.0,08-MAY-2018,1,INE006Z01016
117,ARVIND,EQ,417.6,423.0,412.55,420.05,419.3,413.65,1258807,526434743.85,08-MAY-2018,19085,INE034A01011
118,ARVSMART,EQ,192.95,194.0,184.1,185.7,184.1,191.2,61426,11535750.65,08-MAY-2018,1057,INE034S01021
119,ASAHIINDIA,EQ,377.95,386.0,375.05,380.75,378.0,375.15,84220,32108397.6,08-MAY-2018,1447,INE439A01020
120,ASAHISONG,EQ,345.0,345.0,339.1,340.35,340.1,340.4,1031,353546.9,08-MAY-2018,90,INE228I01012
121,ASAL,EQ,78.55,79.85,78.2,78.2,78.2,78.4,7221,566688.15,08-MAY-2018,88,INE900C01027
122,ASHAPURMIN,EQ,66.0,66.1,63.65,64.1,63.85,65.5,95648,6200488.6,08-MAY-2018,1421,INE348A01023
123,ASHIANA,EQ,159.95,160.0,156.0,157.75,157.5,159.55,30914,4884323.65,08-MAY-2018,785,INE365D01021
124,ASHIMASYN,EQ,29.15,29.5,28.7,28.95,29.05,29.15,90421,2630212.3,08-MAY-2018,232,INE440A01010
125,ASHOKA,EQ,282.75,284.95,279.3,281.55,281.6,281.85,301800,84892191.2,08-MAY-2018,2274,INE442H01029
126,ASHOKLEY,EQ,166.35,167.5,164.75,165.55,165.35,165.35,9015082,1498908573.75,08-MAY-2018,53910,INE208A01029
127,ASIANHOTNR,EQ,316.05,317.9,308.9,313.1,308.9,323.35,6713,2116299.95,08-MAY-2018,37,INE363A01022
128,ASIANPAINT,EQ,1219.0,1224.0,1205.0,1209.9,1207.95,1215.25,627060,760965259.05,08-MAY-2018,29215,INE021A01026
129,ASIANTILES,EQ,460.0,464.0,452.0,453.0,453.0,455.6,16078,7339746.1,08-MAY-2018,810,INE022I01019
130,ASPINWALL,EQ,389.0,389.0,360.5,382.4,382.85,381.8,3655,1382688.85,08-MAY-2018,63,INE991I01015
131,ASSAMCO,EQ,4.25,4.4,4.1,4.2,4.15,4.25,392927,1661454.3,08-MAY-2018,230,INE442A01024
132,ASTEC,EQ,711.05,717.0,693.0,695.75,696.0,707.0,29826,21039174.95,08-MAY-2018,1460,INE563J01010
133,ASTERDM,EQ,179.0,190.4,178.0,188.05,186.65,178.75,1010936,188625118.55,08-MAY-2018,14961,INE914M01019
134,ASTRAL,EQ,965.0,976.95,948.0,971.4,970.0,960.0,70511,68152985.05,08-MAY-2018,6790,INE006I01046
135,ASTRAMICRO,EQ,101.3,104.85,101.1,101.7,102.25,100.75,237811,24338572.55,08-MAY-2018,2529,INE386C01029
136,ASTRAZEN,EQ,1131.9,1134.1,1080.7,1098.8,1110.0,1126.7,7043,7755364.6,08-MAY-2018,454,INE203A01020
137,ASTRON,EQ,129.95,135.0,129.95,130.75,130.3,129.7,151335,20034213.0,08-MAY-2018,2614,INE646X01014
138,ATFL,EQ,725.0,731.0,714.85,727.0,724.0,720.75,15315,11099485.85,08-MAY-2018,784,INE209A01019
139,ATLANTA,EQ,74.4,74.4,71.3,71.9,71.4,74.2,135785,9819562.35,08-MAY-2018,1817,INE285H01022
140,ATLASCYCLE,BE,155.0,157.75,153.0,153.85,154.45,155.25,2214,340773.2,08-MAY-2018,38,INE446A01025
141,ATUL,EQ,2830.0,2875.0,2811.0,2863.05,2869.0,2810.85,16237,46091458.35,08-MAY-2018,931,INE100A01010
142,ATULAUTO,EQ,441.75,443.75,435.9,439.05,438.1,441.75,8255,3629979.3,08-MAY-2018,339,INE951D01028
143,AUBANK,EQ,671.65,676.15,651.25,657.6,654.5,671.65,180771,119084787.15,08-MAY-2018,6322,INE949L01017
144,AURIONPRO,EQ,223.85,223.9,213.35,215.25,215.85,220.1,22138,4804195.4,08-MAY-2018,518,INE132H01018
145,AUROPHARMA,EQ,622.25,630.6,615.05,617.0,617.35,620.8,1195502,744008049.85,08-MAY-2018,23453,INE406A01037
146,AUSOMENT,EQ,74.65,76.5,72.5,73.0,73.9,74.8,12954,957040.8,08-MAY-2018,203,INE218C01016
147,AUTOAXLES,EQ,1579.9,1625.0,1565.0,1572.25,1575.0,1560.9,38967,61773782.5,08-MAY-2018,1999,INE449A01011
148,AUTOIND,EQ,84.0,88.35,82.05,82.7,83.35,85.9,38923,3255600.55,08-MAY-2018,384,INE718H01014
149,AUTOLITIND,EQ,70.3,73.5,70.3,72.8,72.5,72.3,16348,1181551.75,08-MAY-2018,279,INE448A01013
150,AVADHSUGAR,EQ,365.0,366.0,350.1,352.9,353.0,362.7,16245,5808291.0,08-MAY-2018,684,INE349W01017
151,AVANTIFEED,EQ,2395.0,2448.45,2365.0,2436.35,2438.0,2386.7,137898,333020031.85,08-MAY-2018,19240,INE871C01020
152,AVG,SM,136.0,136.0,136.0,136.0,136.0,135.0,1200,163200.0,08-MAY-2018,1,INE680Z01018
153,AVTNPL,EQ,36.4,36.4,35.1,35.45,35.35,35.9,36536,1301883.0,08-MAY-2018,279,INE488D01021
154,AXISBANK,EQ,536.65,547.5,533.45,542.25,543.1,536.1,12028184,6515564184.0,08-MAY-2018,149489,INE238A01034
155,AXISCADES,EQ,165.0,168.0,161.0,162.4,162.4,164.35,29994,4931769.3,08-MAY-2018,1430,INE555B01013
156,AXISGOLD,EQ,2691.0,2719.0,2690.1,2691.3,2691.25,2710.0,164,442350.65,08-MAY-2018,31,INF846K01347
157,AXISNIFTY,EQ,1082.94,1082.94,1082.94,1082.94,1082.94,1073.19,10,10829.4,08-MAY-2018,1,INF846K01ZL0
158,AYMSYNTEX,EQ,66.05,68.45,65.1,65.95,66.4,66.1,6747,449632.55,08-MAY-2018,88,INE193B01039
159,BAFNAPHARM,EQ,28.15,28.35,26.75,27.0,26.8,27.65,13493,367254.75,08-MAY-2018,103,INE878I01014
160,BAGFILMS,EQ,5.35,5.4,5.15,5.2,5.2,5.35,77262,407153.3,08-MAY-2018,114,INE116D01028
161,BAJAJ-AUTO,EQ,2915.0,2929.8,2886.0,2892.25,2895.65,2915.3,132638,384551351.3,08-MAY-2018,14153,INE917I01010
162,BAJAJCORP,EQ,456.75,468.0,454.35,464.8,467.5,455.85,94617,43345559.9,08-MAY-2018,2134,INE933K01021
163,BAJAJELEC,EQ,667.65,676.2,655.0,670.6,670.35,663.9,482903,323076028.45,08-MAY-2018,12815,INE193E01025
164,BAJAJFINSV,EQ,5410.0,5439.0,5320.0,5340.7,5345.0,5401.3,74472,399203467.35,08-MAY-2018,9342,INE918I01018
165,BAJAJHIND,EQ,8.55,8.6,8.4,8.45,8.45,8.55,1072499,9098793.8,08-MAY-2018,1729,INE306A01021
166,BAJAJHLDNG,EQ,2689.5,2689.5,2651.0,2661.65,2662.0,2678.4,27393,72892914.65,08-MAY-2018,5051,INE118A01012
167,BAJFINANCE,EQ,1898.5,1898.5,1860.0,1868.4,1875.0,1895.45,669757,1254877126.25,08-MAY-2018,35657,INE296A01024
168,BALAJITELE,EQ,132.45,133.65,128.25,128.95,129.0,131.75,45985,5993667.25,08-MAY-2018,927,INE794B01026
169,BALAMINES,EQ,660.15,681.5,651.0,661.3,679.0,661.1,35411,23560603.4,08-MAY-2018,1493,INE050E01027
170,BALKRISHNA,EQ,82.75,82.75,80.0,80.95,80.5,80.4,12161,984657.75,08-MAY-2018,97,INE875R01011
171,BALKRISIND,EQ,1249.85,1255.1,1237.6,1246.0,1241.0,1246.4,197916,246783614.65,08-MAY-2018,20209,INE787D01026
172,BALLARPUR,EQ,13.35,13.35,13.0,13.05,13.05,13.35,381421,5012672.75,08-MAY-2018,721,INE294A01037
173,BALMLAWRIE,EQ,217.1,221.0,217.0,219.4,219.4,217.55,51802,11340679.15,08-MAY-2018,1839,INE164A01016
174,BALPHARMA,EQ,84.6,85.95,82.7,84.3,84.7,84.6,15293,1289658.0,08-MAY-2018,365,INE083D01012
175,BALRAMCHIN,EQ,68.7,69.7,66.6,68.9,68.8,68.25,6710225,456694533.5,08-MAY-2018,20165,INE119A01028
176,BANARBEADS,EQ,56.6,59.0,56.6,59.0,59.0,59.0,885,51433.95,08-MAY-2018,29,INE655B01011
177,BANARISUG,EQ,1665.0,1665.0,1640.0,1660.0,1660.0,1674.25,360,595101.75,08-MAY-2018,27,INE459A01010
178,BANCOINDIA,EQ,226.85,234.8,226.85,228.2,228.0,227.95,28680,6623981.65,08-MAY-2018,945,INE213C01025
179,BANDHANBNK,EQ,496.95,497.0,490.0,494.35,493.7,494.5,568372,280669078.15,08-MAY-2018,18498,INE545U01014
180,BANG,EQ,35.3,36.5,35.3,36.2,35.8,35.85,2076,75148.3,08-MAY-2018,93,INE863I01016
181,BANKA,SM,93.5,115.0,93.5,114.55,115.0,100.0,86400,9873660.0,08-MAY-2018,7,INE862Y01015
182,BANKBARODA,EQ,144.1,149.45,141.55,145.6,145.4,143.55,15834407,2309952854.8,08-MAY-2018,56972,INE028A01039
183,BANKBEES,EQ,2632.5,2645.5,2628.9,2641.64,2645.37,2613.96,1136,2995206.07,08-MAY-2018,203,INF732E01078
184,BANKINDIA,EQ,103.05,107.4,100.2,104.6,104.8,102.3,10341744,1077600206.05,08-MAY-2018,37120,INE084A01016
185,BANSAL,SM,125.0,125.0,116.0,118.6,118.0,122.6,21000,2540350.0,08-MAY-2018,21,INE668X01018
186,BANSWRAS,EQ,102.95,103.05,100.7,100.75,102.25,100.6,609,61533.35,08-MAY-2018,27,INE629D01012
187,BARTRONICS,EQ,12.9,12.9,12.9,12.9,12.9,13.55,71211,918621.9,08-MAY-2018,135,INE855F01034
188,BASF,EQ,2139.0,2181.3,2090.0,2117.55,2118.0,2129.35,10826,23228088.8,08-MAY-2018,1426,INE373A01013
189,BASML,EQ,240.0,240.0,231.65,232.05,232.0,237.55,779,183365.85,08-MAY-2018,43,INE186H01014
190,BATAINDIA,EQ,786.5,794.2,782.2,783.95,784.15,787.45,315181,248067799.15,08-MAY-2018,11473,INE176A01028
191,BAYERCROP,EQ,4430.0,4570.0,4380.0,4433.35,4396.0,4437.75,8514,37725907.3,08-MAY-2018,1644,INE462A01022
192,BBL,EQ,1680.0,1697.9,1651.0,1658.0,1678.0,1667.6,9080,15201222.85,08-MAY-2018,665,INE464A01028
193,BBTC,EQ,1620.0,1639.0,1599.35,1617.45,1612.8,1607.8,256675,414650565.45,08-MAY-2018,9913,INE050A01025
194,BDL,EQ,390.0,397.0,386.1,388.1,388.0,388.25,267245,103848053.35,08-MAY-2018,2225,INE171Z01018
195,BEARDSELL,EQ,51.6,51.6,48.0,48.0,48.0,48.0,1696,81478.0,08-MAY-2018,32,INE520H01022
196,BEDMUTHA,BE,19.9,20.85,19.85,20.3,20.05,20.85,32140,644424.95,08-MAY-2018,132,INE844K01012
197,BEL,EQ,131.9,132.85,131.2,131.9,131.85,131.3,2929513,386807387.05,08-MAY-2018,24001,INE263A01024
198,BEML,EQ,1074.35,1141.0,1073.3,1116.95,1118.5,1066.35,1829215,2047776496.3,08-MAY-2018,50752,INE258A01016
199,BEPL,EQ,182.0,182.0,174.0,175.9,175.7,181.45,530361,94255890.7,08-MAY-2018,5586,INE922A01025
200,BERGEPAINT,EQ,275.0,277.0,270.85,273.35,273.4,272.3,612470,167897350.95,08-MAY-2018,10978,INE463A01038
201,BFINVEST,EQ,333.45,338.0,323.1,326.4,326.0,332.85,130842,43363695.0,08-MAY-2018,3946,INE878K01010
202,BFUTILITIE,EQ,400.0,407.8,396.55,399.0,397.15,398.5,265256,106578711.8,08-MAY-2018,6185,INE243D01012
203,BGLOBAL,BE,4.75,4.95,4.65,4.95,4.95,4.75,43159,211421.2,08-MAY-2018,31,INE224M01013
204,BGRENERGY,EQ,107.9,107.9,105.65,106.1,106.3,106.9,33733,3591203.8,08-MAY-2018,506,INE661I01014
205,BHAGERIA,EQ,304.0,304.0,290.2,298.75,301.0,300.7,30839,9144494.9,08-MAY-2018,931,INE354C01027
206,BHAGYANGR,EQ,44.35,44.35,43.0,43.25,43.1,43.6,58092,2519945.75,08-MAY-2018,411,INE458B01036
207,BHAGYAPROP,BE,21.1,23.25,21.05,22.35,22.4,22.15,100466,2170841.35,08-MAY-2018,154,INE363W01018
208,BHANDARI,EQ,2.85,2.85,2.75,2.75,2.75,2.8,184821,511628.3,08-MAY-2018,109,INE474E01029
209,BHARATFIN,EQ,1148.05,1153.8,1125.6,1139.3,1140.0,1151.35,290487,329519730.25,08-MAY-2018,18964,INE180K01011
210,BHARATFORG,EQ,742.0,751.5,734.8,740.4,738.5,741.7,391061,290657180.15,08-MAY-2018,14233,INE465A01025
