,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
461,FCL,EQ,79.8,82.5,79.15,80.65,80.4,78.9,1146334,92373266.75,08-MAY-2018,7470,INE045J01026
462,FCONSUMER,EQ,58.0,58.0,56.5,56.95,56.8,57.4,1798877,102897119.0,08-MAY-2018,5635,INE220J01025
463,FCSSOFT,BE,0.25,0.3,0.25,0.25,0.25,0.3,587344,150846.2,08-MAY-2018,101,INE512B01022
464,FDC,EQ,251.3,252.4,248.0,250.6,250.45,250.2,27275,6845309.95,08-MAY-2018,2031,INE258B01022
465,FEDDERELEC,EQ,69.15,69.95,66.5,67.6,67.0,68.65,26783,1828382.65,08-MAY-2018,379,INE249C01011
466,FEDERALBNK,EQ,102.4,103.8,101.05,103.45,103.7,101.2,15408468,1581439229.35,08-MAY-2018,52146,INE171A01029
467,FEL,EQ,36.3,36.6,35.25,36.45,36.6,36.3,333222,12081556.5,08-MAY-2018,1556,INE623B01027
468,FELDVR,EQ,34.1,35.75,34.1,34.65,34.65,34.95,8185,282048.25,08-MAY-2018,84,IN9623B01058
469,FIEMIND,EQ,890.95,909.0,890.95,905.95,908.0,887.65,3325,3002564.85,08-MAY-2018,376,INE737H01014
470,FILATEX,EQ,223.0,223.5,209.0,219.55,216.0,217.9,185400,40349492.4,08-MAY-2018,2992,INE816B01019
471,FINCABLES,EQ,680.3,685.7,665.0,677.8,675.25,680.45,28424,19165945.4,08-MAY-2018,2048,INE235A01022
472,FINPIPE,EQ,656.25,657.0,651.0,654.75,653.05,656.25,18301,11965561.05,08-MAY-2018,617,INE183A01016
473,FLEXITUFF,EQ,56.0,58.0,54.2,55.25,54.55,57.45,9151,510483.15,08-MAY-2018,89,INE060J01017
474,FLFL,EQ,434.05,438.1,427.0,437.7,438.0,433.3,26662,11605907.7,08-MAY-2018,567,INE452O01016
475,FMGOETZE,EQ,454.75,460.2,450.3,452.4,451.25,455.5,4512,2059031.45,08-MAY-2018,782,INE529A01010
476,FMNL,EQ,125.5,132.7,124.0,127.35,127.75,125.3,131054,16841295.15,08-MAY-2018,1900,INE360L01017
477,FORTIS,EQ,156.0,156.3,151.75,152.9,152.7,155.95,4704013,721062817.8,08-MAY-2018,17819,INE061F01013
478,FORTUNEFIN,EQ,233.0,244.4,226.5,238.45,239.8,240.0,966,229870.15,08-MAY-2018,73,INE924D01017
479,FOSECOIND,EQ,1524.95,1547.4,1511.15,1531.65,1531.4,1527.1,774,1186421.65,08-MAY-2018,71,INE519A01011
480,FOURTHDIM,SM,150.9,150.9,143.15,148.9,148.5,151.8,11000,1606250.0,08-MAY-2018,10,INE382T01014
481,FRETAIL,EQ,598.0,598.0,581.4,584.45,583.9,595.0,197670,116182969.6,08-MAY-2018,7744,INE752P01024
482,FSC,EQ,687.0,688.5,675.0,678.05,678.45,686.6,5356,3646848.25,08-MAY-2018,596,INE935Q01015
483,FSL,EQ,63.7,65.25,62.1,64.45,64.5,62.75,10003912,640440842.35,08-MAY-2018,37308,INE684F01012
484,GABRIEL,EQ,152.0,154.0,151.1,153.0,153.15,152.05,53859,8222676.4,08-MAY-2018,3024,INE524A01029
485,GAEL,EQ,277.0,280.05,268.8,271.5,270.0,275.6,49993,13780186.05,08-MAY-2018,999,INE036B01022
486,GAIL,EQ,343.4,348.6,338.85,341.85,343.45,343.8,4033673,1383148029.7,08-MAY-2018,75647,INE129A01019
487,GAL,EQ,7.1,7.4,7.1,7.4,7.4,7.05,11079,80807.65,08-MAY-2018,32,INE482J01021
488,GALAXYSURF,EQ,1444.0,1480.0,1444.0,1467.45,1470.0,1458.1,13761,20092147.5,08-MAY-2018,959,INE600K01018
489,GALLANTT,EQ,44.85,44.85,42.1,44.3,43.6,42.75,32622,1460348.1,08-MAY-2018,113,INE297H01019
490,GALLISPAT,EQ,287.2,294.4,285.0,289.9,290.0,293.4,2514,727820.4,08-MAY-2018,163,INE528K01011
491,GAMMNINFRA,EQ,2.25,2.35,2.2,2.25,2.25,2.25,1791668,4077729.35,08-MAY-2018,4680,INE181G01025
492,GANDHITUBE,EQ,392.65,398.5,390.0,395.6,394.55,390.35,7593,2992828.35,08-MAY-2018,205,INE524B01027
493,GANECOS,EQ,399.95,399.95,393.2,393.95,396.0,396.45,2830,1122999.75,08-MAY-2018,104,INE845D01014
494,GANESHHOUC,EQ,133.05,133.35,131.15,131.65,132.0,132.15,59064,7784658.75,08-MAY-2018,1158,INE460C01014
495,GANGESSECU,EQ,71.2,74.9,71.2,71.65,71.6,73.85,821,58925.05,08-MAY-2018,16,INE335W01016
496,GARDENSILK,EQ,32.85,33.5,32.3,32.65,32.9,32.8,14426,473521.45,08-MAY-2018,114,INE526A01016
497,GARWALLROP,EQ,981.35,990.4,978.0,980.05,980.0,977.45,15085,14789577.3,08-MAY-2018,876,INE276A01018
498,GATI,EQ,115.75,116.5,113.0,114.35,113.7,115.45,692950,79423406.5,08-MAY-2018,5935,INE152B01027
499,GAYAPROJ,EQ,209.45,209.45,200.15,203.95,203.65,208.45,351884,71370448.35,08-MAY-2018,3276,INE336H01023
500,GDL,EQ,165.0,171.45,163.3,170.3,171.0,164.05,262566,43605547.0,08-MAY-2018,4035,INE852F01015
501,GEECEE,EQ,154.85,154.85,150.6,151.6,152.0,153.4,16740,2550264.65,08-MAY-2018,572,INE916G01016
502,GEMINI,BE,0.8,0.8,0.8,0.8,0.8,0.8,7021,5616.8,08-MAY-2018,3,INE878C01033
503,GENESYS,EQ,263.35,264.35,250.0,251.95,251.05,258.3,268409,68558794.85,08-MAY-2018,1482,INE727B01026
504,GENUSPAPER,EQ,12.3,12.5,11.95,12.0,12.0,12.1,172346,2083671.25,08-MAY-2018,313,INE949P01018
505,GENUSPOWER,EQ,49.7,49.7,48.05,48.4,48.15,49.35,322399,15685164.15,08-MAY-2018,1915,INE955D01029
506,GEOJITFSL,EQ,101.55,103.5,100.5,102.8,103.05,101.8,103762,10608374.35,08-MAY-2018,864,INE007B01023
507,GEPIL,EQ,869.65,916.0,860.05,900.85,902.65,866.5,20703,18519281.9,08-MAY-2018,1078,INE878A01011
508,GESHIP,EQ,345.1,347.4,340.5,345.85,346.0,348.55,31784,10935320.7,08-MAY-2018,3194,INE017A01032
509,GET&D,EQ,383.2,386.5,378.5,383.0,382.4,382.3,12626,4820107.65,08-MAY-2018,831,INE200A01026
510,GHCL,EQ,277.0,282.3,272.4,273.95,273.45,276.65,169114,46877053.85,08-MAY-2018,3422,INE539A01019
511,GICHSGFIN,EQ,419.1,427.25,417.2,420.7,421.0,421.35,66055,27888676.8,08-MAY-2018,1826,INE289B01019
512,GICL,SM,21.0,21.0,21.0,21.0,21.0,21.0,6000,126000.0,08-MAY-2018,1,INE947T01014
513,GICRE,EQ,694.9,698.5,692.0,696.0,697.0,692.3,73401,51007963.0,08-MAY-2018,1399,INE481Y01014
514,GILLANDERS,EQ,69.7,70.4,69.7,70.0,70.0,68.2,3663,256232.9,08-MAY-2018,22,INE047B01011
515,GILLETTE,EQ,6533.45,6583.9,6513.05,6549.85,6541.6,6558.1,6625,43375222.2,08-MAY-2018,1509,INE322A01010
516,GINNIFILA,EQ,27.95,28.3,27.5,27.95,27.9,27.95,46462,1297456.7,08-MAY-2018,230,INE424C01010
517,GIPCL,EQ,99.65,101.0,97.3,98.55,98.4,99.35,71893,7165047.5,08-MAY-2018,945,INE162A01010
518,GIRIRAJ,SM,104.5,104.5,104.5,104.5,104.5,100.25,3600,376200.0,08-MAY-2018,3,INE614Z01017
519,GITANJALI,BE,3.3,3.3,3.3,3.3,3.3,3.15,105393,347796.9,08-MAY-2018,289,INE346H01014
520,GKWLIMITED,EQ,903.0,953.8,856.3,897.3,910.0,880.6,11267,10203729.95,08-MAY-2018,929,INE528A01020
521,GLAXO,EQ,2329.7,2375.0,2313.5,2353.8,2354.0,2332.6,8580,20086955.65,08-MAY-2018,1468,INE159A01016
522,GLENMARK,EQ,525.95,529.9,522.5,524.3,522.95,525.1,707702,371787809.4,08-MAY-2018,25397,INE935A01035
523,GLOBALVECT,EQ,117.0,119.4,113.45,114.1,114.8,117.55,5397,626339.05,08-MAY-2018,149,INE792H01019
524,GLOBOFFS,EQ,24.9,25.1,24.25,24.85,24.6,24.6,11811,291808.1,08-MAY-2018,123,INE446C01013
525,GLOBUSSPR,EQ,150.0,154.0,147.35,148.95,147.55,150.35,84254,12703834.15,08-MAY-2018,1423,INE615I01010
526,GMBREW,EQ,1081.0,1100.0,1077.05,1094.0,1100.0,1081.8,40032,43700899.05,08-MAY-2018,3990,INE075D01018
527,GMDCLTD,EQ,135.0,140.25,135.0,138.0,137.95,134.75,206227,28449123.2,08-MAY-2018,2778,INE131A01031
528,GMMPFAUDLR,EQ,804.0,859.0,803.0,835.7,831.0,806.85,18191,15271302.2,08-MAY-2018,898,INE541A01023
529,GMRINFRA,EQ,19.75,20.05,19.55,19.9,19.9,19.65,18253839,361328106.8,08-MAY-2018,7521,INE776C01039
530,GNA,EQ,545.0,545.0,530.0,530.9,530.7,541.65,27644,14785636.65,08-MAY-2018,1219,INE934S01014
531,GNFC,EQ,487.95,500.95,483.3,498.9,497.0,486.75,2434086,1206719812.4,08-MAY-2018,46080,INE113A01013
532,GOACARBON,EQ,756.0,759.0,725.0,732.55,733.3,749.9,116214,86201445.4,08-MAY-2018,4436,INE426D01013
533,GOCLCORP,EQ,503.2,505.05,496.75,496.85,496.75,502.0,3454,1728075.45,08-MAY-2018,88,INE077F01035
534,GODFRYPHLP,EQ,859.4,874.9,857.15,865.7,866.45,857.6,49512,42924099.65,08-MAY-2018,2113,INE260B01028
535,GODREJAGRO,EQ,710.0,710.35,697.1,699.2,697.1,707.3,282983,199259416.35,08-MAY-2018,7689,INE850D01014
536,GODREJCP,EQ,1108.95,1146.0,1081.1,1124.0,1123.5,1103.65,2209596,2466273463.05,08-MAY-2018,65592,INE102D01028
537,GODREJIND,EQ,595.0,605.6,587.5,596.4,597.0,592.7,555865,332091763.3,08-MAY-2018,12310,INE233A01035
538,GODREJPROP,EQ,851.0,920.0,845.15,880.7,882.0,849.85,1097315,977991256.1,08-MAY-2018,31908,INE484J01027
539,GOENKA,BZ,0.5,0.5,0.45,0.5,0.5,0.5,47819,21751.9,08-MAY-2018,31,INE516K01024
540,GOKEX,EQ,100.35,100.65,98.0,98.35,98.0,99.85,89694,8880057.85,08-MAY-2018,1229,INE887G01027
541,GOKUL,EQ,14.5,14.5,14.0,14.45,14.45,14.5,1447,20793.35,08-MAY-2018,18,INE020J01029
542,GOKULAGRO,EQ,21.4,21.4,20.1,20.2,20.25,20.85,42865,884868.6,08-MAY-2018,117,INE314T01025
543,GOLDBEES,EQ,2791.0,2796.95,2775.6,2778.85,2781.0,2791.2,10969,30545216.7,08-MAY-2018,1223,INF732E01102
544,GOLDENTOBC,BE,65.0,65.0,65.0,65.0,65.0,64.0,125,8125.0,08-MAY-2018,2,INE973A01010
545,GOLDIAM,EQ,76.5,77.85,75.35,75.4,75.35,76.95,19814,1505510.2,08-MAY-2018,304,INE025B01017
546,GOLDINFRA,EQ,167.05,167.85,160.0,162.45,161.0,166.1,42043,6831307.8,08-MAY-2018,1109,INE260D01016
547,GOLDSHARE,EQ,2800.0,2809.95,2790.25,2807.85,2807.95,2794.1,629,1763812.7,08-MAY-2018,109,INF789F01059
548,GOLDTECH,EQ,13.3,13.3,11.0,11.9,11.9,12.2,26520,310944.25,08-MAY-2018,60,INE805A01014
549,GOODLUCK,EQ,86.1,88.4,85.55,86.8,86.5,86.65,22854,1974191.5,08-MAY-2018,150,INE127I01024
550,GPIL,EQ,527.9,532.85,512.1,517.65,514.0,524.35,128704,67382234.45,08-MAY-2018,2503,INE177H01013
551,GPPL,EQ,149.45,152.25,147.3,150.2,150.0,149.4,323858,48560208.3,08-MAY-2018,5475,INE517F01014
552,GPTINFRA,EQ,198.0,198.0,186.15,187.85,186.15,191.95,20136,3838224.05,08-MAY-2018,576,INE390G01014
553,GRANULES,EQ,100.9,102.6,98.55,99.5,99.65,100.25,1837397,184109559.7,08-MAY-2018,12498,INE101D01020
554,GRAPHITE,EQ,732.65,744.7,718.9,732.15,732.0,726.7,2233692,1640418855.7,08-MAY-2018,45232,INE371A01025
555,GRASIM,EQ,1079.7,1104.95,1075.5,1092.6,1090.0,1077.0,925692,1012651117.15,08-MAY-2018,32365,INE047A01021
556,GRAVITA,EQ,188.5,188.5,181.0,182.0,183.0,186.95,150908,27729066.05,08-MAY-2018,1860,INE024L01027
557,GREAVESCOT,EQ,142.5,145.8,138.25,145.1,145.5,141.3,3681493,528638893.65,08-MAY-2018,45377,INE224A01026
558,GREENFIRE,BE,0.05,0.05,0.05,0.05,0.05,0.05,1,0.05,08-MAY-2018,1,INE217G01027
559,GREENLAM,EQ,1197.0,1197.0,1180.0,1191.75,1180.0,1172.9,232,276500.9,08-MAY-2018,61,INE544R01013
560,GREENPLY,EQ,312.1,312.1,304.5,306.05,306.5,308.25,369358,113543967.1,08-MAY-2018,961,INE461C01038
561,GREENPOWER,EQ,8.9,9.0,8.55,8.6,8.6,8.95,272181,2389228.8,08-MAY-2018,547,INE999K01014
562,GRINDWELL,EQ,518.65,530.0,518.0,522.85,522.95,520.45,6853,3592311.7,08-MAY-2018,361,INE536A01023
563,GROBTEA,BE,992.0,992.0,951.0,955.7,955.0,992.0,305,293303.95,08-MAY-2018,30,INE646C01018
564,GRPLTD,EQ,1280.0,1280.0,1256.1,1270.0,1270.0,1254.05,92,115936.2,08-MAY-2018,18,INE137I01015
565,GRUH,EQ,673.95,719.0,670.4,707.25,705.3,668.05,1481725,1041019462.95,08-MAY-2018,28015,INE580B01029
566,GSCLCEMENT,EQ,29.95,30.4,29.9,30.25,30.1,30.1,29447,886522.1,08-MAY-2018,70,INE542A01039
567,GSFC,EQ,132.5,136.4,132.3,135.1,134.55,132.15,2765375,372892473.5,08-MAY-2018,15729,INE026A01025
568,GSKCONS,EQ,5969.45,5973.4,5856.25,5891.6,5880.05,5921.05,6351,37461352.35,08-MAY-2018,1629,INE264A01014
569,GSPL,EQ,183.0,183.75,180.2,181.85,181.95,182.55,84391,15313514.1,08-MAY-2018,3024,INE246F01010
570,GSS,EQ,80.7,82.95,78.7,81.05,80.55,80.65,415445,33631397.3,08-MAY-2018,3114,INE871H01011
571,GTL,EQ,9.65,9.9,9.3,9.35,9.4,9.55,108071,1020665.55,08-MAY-2018,344,INE043A01012
572,GTLINFRA,BE,1.95,2.05,1.95,2.0,2.05,2.05,1829727,3605311.5,08-MAY-2018,834,INE221H01019
573,GTNIND,EQ,12.85,13.3,12.8,13.15,13.15,13.0,9137,119631.05,08-MAY-2018,35,INE537A01013
574,GTNTEX,EQ,15.35,16.25,15.1,15.1,15.1,15.45,4541,70038.9,08-MAY-2018,47,INE302H01017
575,GTPL,EQ,146.9,149.6,144.0,144.85,144.4,144.95,7697,1128262.9,08-MAY-2018,287,INE869I01013
576,GUFICBIO,EQ,142.0,158.0,138.8,155.6,156.0,139.25,1266101,192184586.2,08-MAY-2018,11289,INE742B01025
577,GUJALKALI,EQ,713.65,728.0,713.65,716.35,716.5,711.8,26220,18871648.8,08-MAY-2018,1230,INE186A01019
578,GUJAPOLLO,EQ,236.0,236.55,225.0,226.3,227.75,234.15,11919,2735497.65,08-MAY-2018,388,INE826C01016
579,GUJFLUORO,EQ,848.1,868.35,846.2,861.0,852.15,851.2,10698,9174536.85,08-MAY-2018,853,INE538A01037
580,GUJGASLTD,EQ,842.3,854.95,838.8,847.85,850.0,843.35,6830,5783961.45,08-MAY-2018,1571,INE844O01022
581,GUJRAFFIA,BE,37.65,37.65,37.65,37.65,37.65,39.6,1,37.65,08-MAY-2018,1,INE610B01024
582,GULFOILLUB,EQ,895.1,924.4,886.05,907.15,914.4,899.15,22325,20302193.7,08-MAY-2018,2652,INE635Q01029
583,GULFPETRO,EQ,75.9,76.35,74.55,74.8,74.55,76.05,17183,1291055.55,08-MAY-2018,281,INE586G01017
584,GULPOLY,EQ,69.9,70.5,67.5,69.5,69.1,68.2,13557,933078.9,08-MAY-2018,224,INE255D01024
585,GVKPIL,EQ,13.35,14.65,12.9,14.65,14.65,13.35,7536460,106179962.6,08-MAY-2018,5169,INE251H01024
586,HAL,EQ,1105.2,1118.9,1099.0,1104.35,1101.0,1108.15,12620,13975129.4,08-MAY-2018,1296,INE066F01012
587,HANUNG,BE,2.7,2.8,2.6,2.8,2.8,2.7,6675,18227.9,08-MAY-2018,20,INE648H01013
588,HARITASEAT,EQ,1000.05,1015.0,1000.05,1005.45,1004.5,1008.4,1309,1319221.15,08-MAY-2018,70,INE939D01015
589,HARRMALAYA,EQ,114.0,114.85,110.6,111.0,111.3,114.05,51289,5764122.6,08-MAY-2018,1488,INE544A01019
590,HATHWAY,EQ,34.2,34.6,33.5,34.1,33.9,33.95,1275254,43443343.7,08-MAY-2018,3211,INE982F01036
591,HATSUN,EQ,775.0,782.95,766.1,770.0,770.0,779.1,19135,14762158.4,08-MAY-2018,2322,INE473B01035
592,HAVELLS,EQ,549.05,553.1,543.3,547.95,548.0,548.0,725367,397380505.5,08-MAY-2018,23939,INE176B01034
593,HAVISHA,BE,1.25,1.35,1.25,1.25,1.25,1.3,42031,52542.35,08-MAY-2018,16,INE293B01029
594,HBLPOWER,EQ,50.0,50.5,48.5,49.3,49.0,47.0,950368,46866090.4,08-MAY-2018,6423,INE292B01021
595,HCC,EQ,18.7,18.8,17.95,18.15,18.1,18.65,10628851,193551089.25,08-MAY-2018,14580,INE549A01026
596,HCG,EQ,321.95,324.25,302.3,308.1,309.0,320.45,40927,12641549.25,08-MAY-2018,1282,INE075I01017
597,HCL-INSYS,EQ,49.3,49.6,48.3,48.65,48.6,49.25,828779,40488700.25,08-MAY-2018,4872,INE236A01020
598,HCLTECH,EQ,930.2,933.0,907.1,920.1,920.0,928.2,2040134,1875709274.95,08-MAY-2018,47808,INE860A01027
599,HDFC,EQ,1920.1,1920.1,1895.6,1903.35,1896.25,1918.7,2124127,4047832706.75,08-MAY-2018,98220,INE001A01036
600,HDFC,W2,432.0,435.0,426.9,426.9,426.9,433.0,43800,18842760.0,08-MAY-2018,6,INE001A13031
601,HDFCBANK,EQ,1979.25,1979.9,1954.6,1967.05,1966.5,1977.4,1775141,3486935564.55,08-MAY-2018,30036,INE040A01026
602,HDFCBANK,IL,2142.0,2142.0,2055.85,2066.65,0.0,2100.0,15515,32032989.0,08-MAY-2018,511,INE040A01026
603,HDFCLIFE,EQ,503.3,513.95,499.0,509.95,512.5,499.9,1444181,731298315.85,08-MAY-2018,32289,INE795G01014
604,HDFCMFGETF,EQ,2860.0,2865.0,2855.15,2861.9,2865.0,2861.95,381,1089734.45,08-MAY-2018,79,INF179K01CN1
605,HDFCNIFETF,EQ,1099.55,1102.09,1097.07,1097.25,1097.25,1099.25,78,85643.89,08-MAY-2018,7,INF179KB1KP3
606,HDFCSENETF,EQ,3630.0,3630.0,3615.71,3615.71,3615.71,3635.0,12,43459.97,08-MAY-2018,2,INF179KB1KQ1
607,HDIL,EQ,31.85,32.0,31.0,31.35,31.3,31.75,5514305,173787342.2,08-MAY-2018,13525,INE191I01012
608,HEG,EQ,2984.85,3039.0,2825.3,2937.55,2932.5,2924.2,1073344,3176096092.85,08-MAY-2018,77588,INE545A01016
609,HEIDELBERG,EQ,150.0,153.7,150.0,153.1,152.75,150.2,63326,9628354.95,08-MAY-2018,1728,INE578A01017
610,HERCULES,EQ,137.0,138.85,132.65,133.7,134.0,135.7,34802,4697981.0,08-MAY-2018,781,INE688E01024
611,HERITGFOOD,EQ,712.0,712.0,701.0,704.25,709.5,702.75,7342,5170673.05,08-MAY-2018,422,INE978A01027
612,HEROMOTOCO,EQ,3659.9,3674.0,3640.15,3657.3,3660.65,3648.05,360338,1317966748.8,08-MAY-2018,23149,INE158A01026
613,HESTERBIO,EQ,1575.0,1575.0,1549.0,1550.45,1550.0,1547.8,2407,3741436.7,08-MAY-2018,133,INE782E01017
614,HEXATRADEX,BE,48.3,50.7,47.65,50.35,50.4,48.3,2099,104396.95,08-MAY-2018,32,INE750M01017
615,HEXAWARE,EQ,397.95,407.0,392.3,402.9,402.05,393.15,2662736,1068968435.2,08-MAY-2018,33945,INE093A01033
616,HFCL,EQ,28.0,28.25,27.6,28.05,28.0,28.15,4625270,129311110.9,08-MAY-2018,4903,INE548A01028
617,HGINFRA,EQ,333.95,335.0,325.6,328.7,328.0,333.3,57708,19149319.85,08-MAY-2018,2237,INE926X01010
618,HGS,EQ,940.0,947.5,931.35,935.85,932.1,940.95,4892,4590330.4,08-MAY-2018,500,INE170I01016
619,HHOF1140RG,MF,9.0,9.0,9.0,9.0,9.0,8.75,500,4500.0,08-MAY-2018,2,INF179KB1W87
620,HIGHGROUND,EQ,12.3,12.7,12.25,12.5,12.65,12.25,342605,4284800.05,08-MAY-2018,335,INE361M01021
621,HIKAL,EQ,257.5,261.8,252.0,254.1,254.0,256.9,370387,95656576.55,08-MAY-2018,3662,INE475B01022
622,HIL,EQ,2360.0,2374.75,2328.55,2357.95,2374.75,2332.55,27996,66022041.1,08-MAY-2018,2850,INE557A01011
623,HILTON,BE,30.55,31.65,30.55,31.65,31.65,30.15,10398,328939.7,08-MAY-2018,40,INE788H01017
624,HIMATSEIDE,EQ,373.2,373.35,366.0,368.75,369.9,372.35,40640,15011357.8,08-MAY-2018,1842,INE049A01027
625,HINDALCO,EQ,237.8,239.85,232.8,238.7,239.1,237.85,8701503,2055962478.95,08-MAY-2018,46967,INE038A01020
626,HINDCOMPOS,EQ,460.0,462.0,455.0,459.35,455.1,457.15,2295,1049982.75,08-MAY-2018,130,INE310C01029
627,HINDCOPPER,EQ,70.6,74.35,69.8,72.25,72.05,70.1,2968461,215391095.8,08-MAY-2018,13916,INE531E01026
628,HINDDORROL,EQ,2.8,2.85,2.7,2.75,2.75,2.75,24911,69062.3,08-MAY-2018,46,INE551A01022
629,HINDMOTORS,EQ,7.3,7.35,7.05,7.25,7.35,7.1,132433,957957.3,08-MAY-2018,230,INE253A01025
630,HINDNATGLS,EQ,99.9,99.9,96.6,97.8,96.6,96.8,182,18035.35,08-MAY-2018,11,INE952A01022
631,HINDOILEXP,EQ,124.7,125.1,122.0,122.35,122.45,122.7,407217,50242730.6,08-MAY-2018,4399,INE345A01011
632,HINDPETRO,EQ,295.0,308.0,293.4,307.0,305.55,297.0,7646964,2327085206.8,08-MAY-2018,84653,INE094A01015
633,HINDSYNTEX,EQ,5.8,6.0,5.8,5.95,5.95,6.1,2311,13614.75,08-MAY-2018,17,INE155B01012
634,HINDUJAVEN,EQ,859.0,871.8,806.0,819.15,815.0,814.35,49191,40777788.5,08-MAY-2018,3199,INE353A01023
635,HINDUNILVR,EQ,1494.0,1504.8,1478.5,1496.05,1496.9,1497.9,906975,1355869337.1,08-MAY-2018,38121,INE030A01027
636,HINDZINC,EQ,304.9,305.6,299.5,300.8,300.5,302.15,1129761,341443658.1,08-MAY-2018,13003,INE267A01025
637,HIRECT,EQ,140.55,145.85,140.1,143.35,143.0,142.4,4629,663032.45,08-MAY-2018,88,INE835D01023
638,HISARMETAL,EQ,74.2,75.5,74.15,74.2,74.2,74.65,1261,93685.9,08-MAY-2018,20,INE598C01011
639,HITECH,EQ,417.0,439.0,417.0,433.85,439.0,413.05,48484,20768074.15,08-MAY-2018,517,INE106T01017
640,HITECHCORP,EQ,154.0,157.0,152.5,157.0,157.0,154.5,2031,315911.65,08-MAY-2018,41,INE120D01012
641,HITECHGEAR,EQ,483.5,487.75,471.2,482.75,485.2,482.35,10848,5224701.9,08-MAY-2018,434,INE127B01011
642,HMT,BZ,29.8,29.8,28.0,28.15,28.1,28.65,1950,55296.95,08-MAY-2018,11,INE262A01018
643,HMVL,EQ,215.0,217.9,211.0,212.75,212.15,214.4,11728,2501172.85,08-MAY-2018,352,INE871K01015
644,HNGSNGBEES,EQ,3545.0,3545.0,3302.0,3472.5,3478.0,3381.73,31,107767.9,08-MAY-2018,15,INF732E01227
645,HONAUT,EQ,18511.05,18930.0,18501.0,18789.05,18900.0,18698.2,506,9480011.55,08-MAY-2018,189,INE671A01010
646,HONDAPOWER,EQ,1456.2,1460.15,1445.3,1451.25,1454.9,1454.55,1077,1566062.65,08-MAY-2018,188,INE634A01018
647,HOTELEELA,EQ,18.3,18.3,17.85,17.95,17.95,18.1,95285,1714553.0,08-MAY-2018,407,INE102A01024
648,HOVS,EQ,205.0,224.35,205.0,219.85,220.0,219.55,4227,931794.4,08-MAY-2018,97,INE596H01014
649,HPL,EQ,114.95,125.7,114.95,119.5,119.0,114.3,309456,37526012.5,08-MAY-2018,2801,INE495S01016
650,HSCL,EQ,124.0,141.85,123.0,139.55,138.7,121.15,6246495,850347888.45,08-MAY-2018,50382,INE019C01026
651,HSIL,EQ,377.55,385.0,376.0,382.25,384.0,375.9,130915,49691522.1,08-MAY-2018,3856,INE415A01038
652,HTMEDIA,EQ,84.6,84.9,82.8,83.5,83.85,84.15,157948,13224618.85,08-MAY-2018,2564,INE501G01024
653,HUBTOWN,EQ,70.3,73.2,66.6,67.6,68.5,69.45,535633,37641654.35,08-MAY-2018,4701,INE703H01016
654,HUDCO,EQ,62.1,62.9,60.8,60.9,60.9,61.75,1557177,95828507.4,08-MAY-2018,10518,INE031A01017
655,HUDCO,N2,1151.0,1151.0,1151.0,1151.0,1151.0,1149.0,80,92080.0,08-MAY-2018,4,INE031A07840
656,HUDCO,N3,1090.0,1090.0,1089.0,1089.5,1089.5,1089.5,251,273440.0,08-MAY-2018,4,INE031A07832
657,HUDCO,N5,1110.0,1110.0,1110.0,1110.0,1110.0,1105.0,100,111000.0,08-MAY-2018,1,INE031A07865
658,HUDCO,N8,1111.85,1143.95,1111.85,1143.83,1143.95,1108.26,525,599735.25,08-MAY-2018,4,INE031A07AO5
659,HUDCO,NE,1300.0,1300.0,1294.26,1294.26,1294.26,1307.0,50,64718.74,08-MAY-2018,2,INE031A07AB2
660,HUSYSLTD,SM,42.0,42.0,42.0,42.0,42.0,40.0,2000,84000.0,08-MAY-2018,1,INE336T01010
661,IBREALEST,EQ,209.15,211.95,205.8,209.5,209.5,208.2,5417575,1132884968.35,08-MAY-2018,38260,INE069I01010
662,IBULHSGFIN,EQ,1244.0,1250.35,1230.1,1236.35,1236.0,1244.25,2180809,2701226759.7,08-MAY-2018,48952,INE148I01020
663,IBULHSGFIN,N3,1030.0,1030.0,1030.0,1030.0,1030.0,1033.0,200,206000.0,08-MAY-2018,1,INE148I07GA6
664,IBULHSGFIN,N6,1039.0,1039.0,1039.0,1039.0,1039.0,1080.0,701,728339.0,08-MAY-2018,30,INE148I07GF5
665,IBULHSGFIN,,1099.79,1099.79,1075.0,1075.0,1075.0,1050.0,31,33349.79,08-MAY-2018,2,INE148I07GL3
666,IBVENTURES,E1,334.85,348.8,327.5,339.6,341.5,330.7,197784,66913681.9,08-MAY-2018,1193,IN9274G01018
667,IBVENTURES,EQ,500.0,525.0,498.0,512.5,513.0,500.35,4507340,2318797636.65,08-MAY-2018,53948,INE274G01010
668,ICEMAKE,SM,95.0,96.0,93.4,95.85,96.0,95.8,16000,1520300.0,08-MAY-2018,6,INE520Y01019
669,ICICIB22,EQ,36.2,36.55,36.06,36.43,36.3,36.39,697759,25430084.6,08-MAY-2018,1293,INF109KB15Y7
670,ICICIBANK,EQ,302.0,314.5,300.0,309.3,308.5,289.8,87176185,26929185010.65,08-MAY-2018,405395,INE090A01021
671,ICICIGI,EQ,735.0,755.95,730.6,752.8,755.0,733.3,187341,139621204.0,08-MAY-2018,9877,INE765G01017
